jam_criteria,jam_end_date,jam_host,jam_name,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url,jam_english,jam_duration
Overall||Lyrics||Rhythm||Originality||Replayability||Overall,2018-10-01 02:59:59,Ray Nexus,Songtember,16,1,17,2018-09-01 03:00:00,https://www.itch.io/jam/songtember1,y,719.9997222222222
Make an update to an existing project.,2016-12-31 08:00:00,Black Dog Serenade,Dust-Off Jam,22,9,10,2016-12-01 08:00:00,https://www.itch.io/jam/dust-off-jam,y,720.0
Overall||Playability||Music||Sound||Story/Narrative||Artwork||Overall||Theme||Art Challenge||OGA Favourite,2018-07-30 23:00:00,chasersgaming,OpenGameArt Game Jam #2,69,191,20,2018-06-30 23:00:00,https://www.itch.io/jam/opengameart-game-jam-2,y,720.0
Overall||Music||Graphics||Design,2019-02-18 23:00:00,Wfded,Pixel Art Game 1M,41,26,11,2019-01-19 23:00:00,https://www.itch.io/jam/pixel-art-1m,y,720.0
"Overall||Creativity||Programming||Controls||Aesthetics (Graphics, Sound, Environment)",2019-05-15 07:00:00,xudz,The Godot 2MB Challenge,76,62,12,2019-04-15 07:00:00,https://www.itch.io/jam/godot2mb,y,720.0
Overall||Gameplay||Graphics||Audio||Innovation||Theme interpretation,2017-12-01 21:37:00,GitHub||Lee Reilly,Game Off 2017,2649,2333,197,2017-11-01 20:37:00,https://www.itch.io/jam/game-off-2017,y,721.0
Overall||Gameplay||Graphics||Audio||Innovation||Theme interpretation,2018-12-01 21:37:00,GitHub||Lee Reilly,Game Off 2018,4128,2956,322,2018-11-01 20:37:00,https://www.itch.io/jam/game-off-2018,y,721.0
Overall||Content||Origanality||Possibility (Is it possible?)||GamePlay||Creativity,2015-05-03 05:08:59,Flame,Flame's Game Jam Of Epicness,13,5,12,2015-04-03 04:08:56,https://www.itch.io/jam/1243765764897954567089756589765,y,721.0008333333334
Overall||Overall||Theme||Graphics||Audio||Innovation||Fun,2016-01-18 12:00:00,badlogic,libGDX Jam - Powered by RoboVM & Robotality,243,1684,81,2015-12-18 23:00:00,https://www.itch.io/jam/libgdxjam,y,733.0
Overall||Gameplay||Looking||Story,2019-08-31 09:00:00,savernish,DungeonJAM 2019,68,1,10,2019-07-31 19:11:00,https://www.itch.io/jam/dungeonjam,y,733.8166666666667
Characters||Creativity||Graphics||Writing||Music,2017-12-11 04:00:00,Patchwork Princess,Maximum Monster Month!,122,224,29,2017-11-10 11:00:00,https://www.itch.io/jam/maximum-monster-month,y,737.0
Overall||Theme||Gameplay||Creativity||Story||Codebase,2018-05-16 05:00:00,Zachary Flower,Enter the (Multi-User) Dungeon,62,69,10,2018-04-15 06:00:00,https://www.itch.io/jam/enterthemud,y,743.0
Overall||Overall/Gameplay||Graphics/Design||Music/Sounds||Mood/Atmosphere||Idea/Innovation,2017-01-31 23:59:59,Second Dimension Games,Finally Finish Something,281,241,52,2017-01-01 00:00:00,https://www.itch.io/jam/finally-finish-something,y,743.9997222222222
Overall||Gameplay||Graphics||Music||Sound||Polish||Overall,2018-11-01 04:59:59,with the love studios,The Fall All-OGA Game Jam! 2018,106,262,21,2018-10-01 05:00:00,https://www.itch.io/jam/fall-all-oga-game-jam-2018,y,743.9997222222222
Fun||Visuals||Sound,2018-02-01 05:59:59,Vox,JAMUARY! 2018,45,16,18,2018-01-01 06:00:00,https://www.itch.io/jam/jamuary-2018,y,743.9997222222222
Overall||Story||Gameplay||Graphic||Sound/musik||Fun,2017-05-31 22:00:00,ererbe,Tell a Story,47,5,13,2017-04-30 22:00:00,https://www.itch.io/jam/tell-a-story,y,744.0
Overall||Story||Gameplay||Graphics||Audio||Engagement and general,2019-09-15 04:00:00,MrQuickGame,Metroidvania Month 5,208,80,22,2019-08-15 04:00:00,https://www.itch.io/jam/metroidvania-month-5,y,744.0
Overall||Gameplay/Fun||Educational value||Scientific Accuracy,2018-07-31 23:00:00,Pill Bug Interactive||ClaireWill||Taslima||anouschka||D_Reynolds||S.Pogoda||sgerson,Climate Jam 2018,49,124,12,2018-06-30 23:00:00,https://www.itch.io/jam/climate-jam-2018,y,744.0
Level of Scariness||Gameplay||Atmosphere||Design||Sound,2018-06-23 13:30:00,Scythic,Horror Jam,27,14,10,2018-05-23 13:30:00,https://www.itch.io/jam/scythic-horror-jam,y,744.0
Overall||Polish||Core Value||Appeal,2017-09-20 16:00:00,Eelstork,#FinishThatRemakeJam,42,0,13,2017-08-20 16:00:00,https://www.itch.io/jam/finishthatremake,y,744.0
Love that gets under your skin.,2018-12-16 05:00:00,subQmag,sub-Q Magazine Love Jam 2018 #subQjam,73,502,27,2018-11-15 05:00:00,https://www.itch.io/jam/subqjam,y,744.0
Overall||Characters||Graphics||Story||Overall enjoyment,2016-10-31 23:59:59,Lixissia,Halloween Jam 2016,297,241,53,2016-09-30 23:00:00,https://www.itch.io/jam/halloween-jam-2016,y,744.9997222222222
Overall||Story||Gameplay||Graphics||Audio||Engagement and general,2019-03-19 04:00:00,MrQuickGame,Metroidvania Month 3,120,0,15,2019-02-15 05:00:00,https://www.itch.io/jam/metroidvania-month-3,y,767.0
Overall||Best Use of Theme||Best Writing||Best Use of Multimedia,2018-02-16 04:59:59,zodsmar,Twine Games Jam,67,59,15,2018-01-15 05:00:00,https://www.itch.io/jam/twine-games-jam,y,767.9997222222222
Official Winners||Characters||Creativity||Graphics||Story||Audio,2018-11-13 04:59:00,Patchwork Princess||Astralore,Maximum Monster Month! 2,105,77,13,2018-10-12 04:00:00,https://www.itch.io/jam/maximum-monster-month-2,y,768.9833333333333
People's Choice Vote||YouTuber's Choice||Degica's Choice,2018-11-30 07:59:59,ndufer||JakeDegica24||NicoB||Stoic||Degigun||Archeia||Nick_Degica||veneziowl,Indie Game Making Contest 2018,1514,4447,300,2018-10-29 07:00:00,https://www.itch.io/jam/igmc2018,y,768.9997222222222
People's Choice Vote||Judge's Choice,2017-11-06 09:00:00,ndufer||Degigun||veneziowl||Stoic||Nick_Degica||Lunarea||Archeia,Indie Game Maker Contest 2017,680,0,217,2017-10-04 17:00:00,https://www.itch.io/jam/igmc2017,y,784.0
"Overall||FUN  |  Was this game satisfying to play or did it bring you joy?||VISUALS  |  Did this game have nice graphics, art or design?||AUDIO  |  Did this game have great music or sound design?||MOOD  |  Did this game have atmosphere, or did it make you feel something?||IDEA  |  Was this game innovative, or did it use interesting mechanics?",2019-02-03 20:00:00,Second Dimension Games,Finally Finish Something 2019,493,525,120,2019-01-01 00:00:00,https://www.itch.io/jam/finally-finish-something-2019,y,812.0
Overall,2017-03-23 06:59:00,globalarchiactjam,Virtual Reality Global Archiact Jam,52,0,13,2017-02-17 08:00:00,https://www.itch.io/jam/global-archiact-jam,y,814.9833333333333
Overall,2018-05-04 16:00:00,American McGee,Pirate Jam 2018,18,0,11,2018-03-31 16:00:00,https://www.itch.io/jam/pirate-jam-2018,y,816.0
"Overall||FUN  |  Was this game satisfying to play or did it bring you joy?||VISUALS  |  Did this game have nice graphics, art or design?||AUDIO  |  Did this game have great music or sound design?||MOOD  |  Did this game have atmosphere, or did it make you feel something?||IDEA  |  Was this game innovative, or did it use interesting mechanics?",2018-02-04 00:00:00,Second Dimension Games,Finally Finish Something 2018,538,609,107,2018-01-01 00:00:00,https://www.itch.io/jam/finally-finish-something-2018,y,816.0
"Unique||Bizarre||Should have been sunk to the bottom of the sea.||Works! (As in, no glitches)||Has an actual game plot.",2019-07-24 07:00:00,godfreyluck,Dusty Old Junk,31,2,12,2019-06-19 07:00:00,https://www.itch.io/jam/dusty-old-junk,y,840.0
Overall||Incorporation of Vile Ingredients||Fun Despite Itself,2019-07-13 00:00:00,KyleBosman,Glinny's Cauldron Jam,92,338,16,2019-06-07 19:00:00,https://www.itch.io/jam/glinnys-cauldron-jam,y,845.0
Please rate this  entry based on your overall enjoyment.,2014-12-02 07:59:00,LeapMotion,Leap Motion 3D Jam 2014,145,937,146,2014-10-19 16:00:00,https://www.itch.io/jam/leapmotion3djam2014,y,1047.9833333333333
"Overall||Theme (""Two buttons"")||Graphics and sound||Gameplay",2017-01-31 22:59:00,Akien||Karroffel,Godot Community Game Jam - Dec 2016/Jan 2017,143,468,39,2016-12-16 11:00:00,https://www.itch.io/jam/godotjam122016,y,1115.9833333333333
Overall||Color choose||Gameplay||Music||Originality||Graphics,2014-09-30 18:56:36,brainy,2 colors jam,11,26,11,2014-08-07 18:56:27,https://www.itch.io/jam/2-colors-jam,y,1296.0025
Overall,2016-03-31 18:00:00,PTMedia,Unity Jam,12,0,10,2016-02-01 19:00:00,https://www.itch.io/jam/unity-jam,y,1415.0
Overall||Merit||Gameplay||Art||Music/Sounds||Innovation,2019-04-01 03:00:00,FuryGames,Super Mega Jam (Free Theme),71,20,16,2019-02-01 03:00:00,https://www.itch.io/jam/super-mega-jam-free-theme,y,1416.0
Overall||GamePlay||Graphics||Sound||Overall Fun,2014-12-01 04:59:59,Sefrojones,The Very First LiveCode Game Jam,12,62,14,2014-10-01 04:00:00,https://www.itch.io/jam/the-very-first-livecode-game-jam,y,1464.9997222222223
Gameplay||Graphics||Music,2019-08-31 18:59:59,ArmyAnt Studios,Summer RPG Game jam,170,6,10,2019-07-01 06:00:00,https://www.itch.io/jam/rpg-summer-game-jam,y,1476.9997222222223
Overall||Gameplay||Graphics||Overall,2017-09-30 20:59:59,gamescodedogs||Defold Evangelist||juliashmyrova,CoronaDefoldJam,233,557,39,2017-07-29 01:00:00,https://www.itch.io/jam/coronadefoldjam,y,1531.9997222222223
Overall||Overall||Gameplay||Story and story telling technique||Music and audio effect||Graphics and visual effect||Innovation and technology application,2019-03-15 07:59:59,clockworkpi,The 1st GameShell Game Jam (2019Q1),49,28,11,2018-12-31 16:00:00,https://www.itch.io/jam/gameshell,y,1767.9997222222223
Overall||Graphics||Gameplay||Innovation,2017-10-07 04:00:00,Protohm Games,MS Paint Jam 2k17,49,10,13,2017-07-24 04:00:00,https://www.itch.io/jam/ms-paint-jam-2k17,y,1800.0
Overall||Most fun game||Innovation||Eye Candy||Sound and Music||Immersive||Art,2017-05-02 05:00:00,CCDJuegos,960*144,68,40,12,2017-02-02 06:00:00,https://www.itch.io/jam/960144,y,2135.0
Overall||Most Creative||Original||Sticks Most To Theme||Completely Doesn't follow rules what-so-ever!,2018-09-01 04:59:59,Warfare Ridge,Anything Goes Jam,78,10,42,2018-06-01 05:00:00,https://www.itch.io/jam/anything-goes-jam,y,2207.9997222222223
Crap Factor||Graphics||Sound||Playability||Ambition,2019-08-31 23:00:00,Chris Young,Crap Games Jam,41,20,23,2019-05-31 23:00:00,https://www.itch.io/jam/crap-games-jam,y,2208.0
