game_accessibility,game_asset_license,game_ave_session,game_criteria,game_desc_len,game_developers,game_developers_url,game_genres,game_inputs,game_language,game_last_update,game_license,game_made_with,game_name,game_no_ratings,game_no_screenshots,game_platforms,game_price,game_publish_date,game_ranks,game_raw_scores,game_release_date,game_scores,game_size,game_source_code,game_status,game_submission_page,game_tags,game_url,jam_name,jam_url,overall_rank,high_ranking,number_of_developers
,Creative Commons Attribution v4.0 International,A few minutes,Mechanics||Sound||Fun||Overall||Art,316.0,Zirk,https://zirk.itch.io,Action,Keyboard||Mouse,English,,Apache License 2.0,Unity,Larry: The Sheep's Museum Invasion,12.0,3.0,HTML5,,,1||3||5||6||16,3.750||3.583||3.417||3.417||2.833,,3.750||3.583||3.417||3.417||2.833,,https://github.com/Xwilarg/Paint-Jam,Released,https://itch.io/jam/paint-jam-2019/rate/372107,2D||Singleplayer,https://zirk.itch.io/larry-the-sheep-s-museum-invasion,Paint Jam 2019,https://www.itch.io/jam/paint-jam-2019,6,1,1
,,,Mechanics||Art||Overall||Sound||Fun,593.0,GreenStar Studio,https://greenstar-studio.itch.io,Survival||Adventure,,,,,Construct,Mind of the Last Thoughts,13.0,1.0,HTML5,,,16||21||25||28||29,2.615||2.538||2.154||1.308||1.615,,2.615||2.538||2.154||1.308||1.615,,,Released,https://itch.io/jam/paint-jam-2019/rate/371992,2D||Minimalist||Short||Singleplayer||Surreal,https://greenstar-studio.itch.io/mind-of-the-last-thoughts,Paint Jam 2019,https://www.itch.io/jam/paint-jam-2019,25,0,1
,,,Art||Overall||Mechanics||Fun||Sound,127.0,Cabbagera,https://cabbagera.itch.io,,,,,,Unity,Pizza Time,12.0,1.0,HTML5,,,8||26||30||30||32,3.750||2.083||1.500||1.500||1.000,,3.750||2.083||1.500||1.500||1.000,,,Released,https://itch.io/jam/paint-jam-2019/rate/371974,,https://cabbagera.itch.io/pizza-time,Paint Jam 2019,https://www.itch.io/jam/paint-jam-2019,26,0,1
,,,Mechanics||Fun||Art||Overall||Sound,82.0,kuz,https://kuz.itch.io,,,,,,Unity,Take Stars,15.0,1.0,HTML5,,,26||27||29||30||31,2.000||1.800||1.533||1.800||1.067,,2.000||1.800||1.533||1.800||1.067,,,Released,https://itch.io/jam/paint-jam-2019/rate/372051,,https://kuz.itch.io/take-stars,Paint Jam 2019,https://www.itch.io/jam/paint-jam-2019,30,0,1
,,,Overall||Innovation||Fun||Graphics||Sound,485.0,North of Earth,https://northofearth.itch.io,,,,,,,Snowbangers,11.0,2.0,Windows||macOS||Linux,,,1||1||1||4||4,4.364||4.636||4.364||4.364||3.636,,4.364||4.636||4.364||4.364||3.636,Snowbangers (Windows)||28 MB||||Windows<>Snowbangers (Mac)||32 MB||||macOS<>Snowbangers (Linux x64)||35 MB||||Linux,,Released,https://itch.io/jam/christmas-jam-2018/rate/349289,3D||Christmas||Funny||Physics||snow||snowman||Unity,https://northofearth.itch.io/snowbangers,Christmas Jam 2018,https://www.itch.io/jam/christmas-jam-2018,1,1,1
,,,Overall||Innovation||Sound||Graphics||Fun,635.0,BonzerKitten7,https://bonzerkitten7.itch.io,Platformer||Adventure,,,,,,Santa's Secret Gift,24.0,1.0,HTML5,,,2||2||2||3||4,4.083||4.125||3.958||4.417||4.042,,4.083||4.125||3.958||4.417||4.042,,,Prototype,https://itch.io/jam/christmas-jam-2018/rate/349162,2D||Christmas||Pixel Art||Short,https://bonzerkitten7.itch.io/santassecretgift,Christmas Jam 2018,https://www.itch.io/jam/christmas-jam-2018,2,1,1
,,,Fun||Overall||Innovation||Sound||Graphics,369.0,shinseyy,https://shinseyy.itch.io,Shooter,,,,,Construct,Santa's Hitman,14.0,4.0,HTML5,,,2||3||5||5||8,4.357||4.000||3.643||3.500||3.857,,4.357||4.000||3.643||3.500||3.857,,,Released,https://itch.io/jam/christmas-jam-2018/rate/349356,2D||christmass||Global Game Jam||hide||hitman||snow||snowfight,https://shinseyy.itch.io/santas-hitman,Christmas Jam 2018,https://www.itch.io/jam/christmas-jam-2018,3,1,1
,,,Innovation||Fun||Overall||Sound||Graphics,205.0,Powersteel,https://powersteel.itch.io,Puzzle,,,,,Unity,Deliver The List,10.0,2.0,HTML5,,,15||20||23||27||33,3.100||3.000||2.900||2.300||2.200,,3.100||3.000||2.900||2.300||2.200,,,Released,https://itch.io/jam/christmas-jam-2018/rate/349375,5min,https://powersteel.itch.io/deliver-the-list,Christmas Jam 2018,https://www.itch.io/jam/christmas-jam-2018,23,0,1
,,A few minutes,Innovation||Sound||Graphics||Overall||Fun,358.0,Zirk,https://zirk.itch.io,,Mouse,English,,Apache License 2.0,Unity,Jovial Jugement,10.0,4.0,HTML5,,,7||13||14||26||27,3.400||3.100||3.500||2.800||2.700,,3.400||3.100||3.500||2.800||2.700,,https://github.com/Xwilarg/Jovial-Judgement,Released,https://itch.io/jam/christmas-jam-2018/rate/349359,Christmas||christmas-jam-2018,https://zirk.itch.io/jovial-jugement,Christmas Jam 2018,https://www.itch.io/jam/christmas-jam-2018,26,0,1
,,,Sound||Overall||Fun||Graphics||Innovation,1137.0,vialgames,https://vialgames.itch.io,Card Game||Puzzle,,,,,Unity,All Christmas Pairs Memory Game,11.0,6.0,HTML5,,,26||29||29||32||35,2.364||2.455||2.455||2.364||1.636,,2.364||2.455||2.455||2.364||1.636,,,Released,https://itch.io/jam/christmas-jam-2018/rate/345436,2D||cards||Christmas||memoir||memory||Singleplayer||Unity||xmas,https://vialgames.itch.io/all-christmas-pairs-memory-game,Christmas Jam 2018,https://www.itch.io/jam/christmas-jam-2018,29,0,1
,,,Overall||Art||Music||Game Mechanics||Enjoyment||Matches Theme,821.0,tarngerine,https://tarngerine.itch.io,Interactive Fiction,,,,,PICO-8,Home,10.0,4.0,HTML5,,,1||1||2||2||2||7,4.000||4.300||3.800||4.000||4.000||3.900,,4.000||4.300||3.800||4.000||4.000||3.900,,,Released,https://itch.io/jam/48-secret-jam-june-2018/rate/272293,8-Bit||Arcade||Experimental||PICO-8,https://tarngerine.itch.io/remember-home,48 Secret Jam - June - 2018,https://www.itch.io/jam/48-secret-jam-june-2018,1,1,1
,,,Overall||Art||Music||Game Mechanics||Enjoyment||Matches Theme,821.0,tarngerine,https://tarngerine.itch.io,Interactive Fiction,,,,,PICO-8,Home,10.0,4.0,HTML5,,,1||1||2||2||2||7,4.000||4.300||3.800||4.000||4.000||3.900,,4.000||4.300||3.800||4.000||4.000||3.900,,,Released,https://itch.io/jam/48-secret-jam-june-2018/rate/272293,8-Bit||Arcade||Experimental||PICO-8,https://tarngerine.itch.io/remember-home,48 Secret Jam - June - 2018,https://www.itch.io/jam/48-secret-jam-june-2018,1,0,1
,,,Polish||Overall||Concept||Execution,274.0,RustyRocket,https://rustyrocket.itch.io,Action,,,,,,Orbit,13.0,1.0,HTML5,,,1||3||4||5,3.308||3.359||3.615||3.154,,3.308||3.359||3.615||3.154,,,Released,https://itch.io/jam/scratch-jam/rate/472450,meteors||Rotation||scratch||Space,https://rustyrocket.itch.io/orbit,Scratch Jam,https://www.itch.io/jam/scratch-jam,3,1,1
,,A few seconds,Concept||Overall||Polish||Execution,333.0,BrickWildcat,https://brickwildcat.itch.io,Platformer,Keyboard,,,,,Esclime,10.0,4.0,HTML5,,,1||5||8||9,4.200||3.133||2.400||2.800,,4.200||3.133||2.400||2.800,,,Released,https://itch.io/jam/scratch-jam/rate/472703,2D||Cute||Game Jam||My First Game Jam||scratch||Singleplayer||Slime,https://brickwildcat.itch.io/esclime,Scratch Jam,https://www.itch.io/jam/scratch-jam,5,0,1
,,,Audience Choice,172.0,rxmarcus,https://rxmarcus.itch.io,Adventure,,,,,,The Stranger - win,12.0,1.0,Windows||Linux,,,1,4.417,,4.417,TheStranger.zip||48 MB||||Windows<>TheStrangerOSX.app.zip||19 MB||||Linux,,Released,https://itch.io/jam/utah-indie-game-jam-2015/rate/39328,2D||Action-Adventure,https://rxmarcus.itch.io/the-stranger-win,Utah Indie Game Jam 2015,https://www.itch.io/jam/utah-indie-game-jam-2015,1,1,1
High-contrast,,A few minutes,Audience Choice,123.0,stay,https://stay.itch.io,Puzzle||Action,Mouse||Touchscreen||Smartphone,,,,Box2D,Lumonstrous,12.0,6.0,HTML5,Name your own price,,2,4.333,,4.333,lumonstrous_v4.zip||6 MB||||,,Released,https://itch.io/jam/utah-indie-game-jam-2015/rate/39312,box2d||glowball||html5||lumonstrous||Monsters||Physics||rubber-ball||secrets||utah-indie-game-jam,https://stay.itch.io/lumonstrous,Utah Indie Game Jam 2015,https://www.itch.io/jam/utah-indie-game-jam-2015,2,1,1
,,,Audience Choice,63.0,Yotingo,https://yotingo.itch.io,Visual Novel||Platformer,,,,,,Bag of Secrets,10.0,1.0,Windows,Name your own price,,10,3.100,,2.830,Bag_of_Secrets.zip||37 MB||||Windows,,In development,https://itch.io/jam/utah-indie-game-jam-2015/rate/39330,3D Platformer||Action-Adventure||Story Rich,https://yotingo.itch.io/bag-of-secrets,Utah Indie Game Jam 2015,https://www.itch.io/jam/utah-indie-game-jam-2015,10,0,1
,,,Audience Choice,109.0,synsugarstudio,https://synsugarstudio.itch.io,,,,,,,Mystikó,12.0,0.0,HTML5,,,11,2.333,,2.333,,,In development,https://itch.io/jam/utah-indie-game-jam-2015/rate/39325,mobile||party||secrets,https://synsugarstudio.itch.io/mystiko,Utah Indie Game Jam 2015,https://www.itch.io/jam/utah-indie-game-jam-2015,11,0,1
,,,Overall||Innovation||Feel||Aesthetics||Good use of the name it's based on,605.0,PIEMEN,https://piemen.itch.io,Adventure,,,,,,Micro Mouse Goes Debugging,15.0,5.0,Windows,,,1||1||2||3||4,4.233||4.333||3.933||4.333||4.333,29 July 2018 @ 16:49,4.233||4.333||3.933||4.333||4.333,Micro Mouse Goes Debugging.exe||6 MB||||Windows,,Released,https://itch.io/jam/pizza-jam-3-pizza-prize/rate/285052,16-bit||3D||Horror,https://piemen.itch.io/micromousegoesdebugging,Pizza Jam 3 - (PIZZA PRIZE),https://www.itch.io/jam/pizza-jam-3-pizza-prize,1,1,1
,,,Aesthetics||Overall||Feel||Innovation||Good use of the name it's based on,751.0,Leo Garcez,https://leogarcez.itch.io,Action,,,,,,Pyjamarama,19.0,4.0,,,,1||2||3||4||8,4.684||4.105||3.895||3.842||4.000,,4.684||4.105||3.895||3.842||4.000,Pyjamarama.rar||122 MB||||,,Released,https://itch.io/jam/pizza-jam-3-pizza-prize/rate/285025,3D||Hack and Slash||wave,https://leogarcez.itch.io/pyjamarama,Pizza Jam 3 - (PIZZA PRIZE),https://www.itch.io/jam/pizza-jam-3-pizza-prize,2,1,1
,,,Aesthetics||Innovation||Overall||Good use of the name it's based on||Feel,721.0,Matt Rayne,https://rayne96.itch.io,Interactive Fiction,,,,,Unity,Slightly Magic: Survival Guide for the successful Magician,15.0,2.0,HTML5,Name your own price,,2||2||3||5||8,4.600||3.933||4.017||4.200||3.333,,4.600||3.933||4.017||4.200||3.333,Slightly Magic Survival Guide for the successful Magician.pdf||473 kB||||,,Released,https://itch.io/jam/pizza-jam-3-pizza-prize/rate/284953,Cute||diversifiers||Magic||magician||Multiplayer||pdf||pizzajam||Singleplayer||victorian,https://rayne96.itch.io/slightly-magic,Pizza Jam 3 - (PIZZA PRIZE),https://www.itch.io/jam/pizza-jam-3-pizza-prize,3,1,1
,,,Good use of the name it's based on||Overall||Feel||Aesthetics||Innovation,1455.0,PleaseDoNotFeedTheMegalodons,https://donotfeedthemegalodons.itch.io,Shooter,,,,,,Periscope Up,14.0,4.0,Windows||Linux,,,3||4||5||7||11,4.357||3.821||3.643||3.929||3.357,,4.357||3.821||3.643||3.929||3.357,PeriscopeUp.zip||1 MB||||Windows||Linux,,Released,https://itch.io/jam/pizza-jam-3-pizza-prize/rate/285019,Pixel Art||pizzajam,https://donotfeedthemegalodons.itch.io/periscope-up,Pizza Jam 3 - (PIZZA PRIZE),https://www.itch.io/jam/pizza-jam-3-pizza-prize,4,1,1
,,About a half-hour,Feel||Overall||Good use of the name it's based on||Innovation||Aesthetics,1071.0,NightZard Productions,https://nightzard-productions.itch.io,Adventure,Keyboard||Mouse,English,,,Unity||Bosca Ceoil||Piskel,Dead or Alive (Lurking Beneath),23.0,4.0,,Name your own price,,1||5||7||9||13,4.043||3.750||4.043||3.522||3.391,,4.043||3.750||4.043||3.522||3.391,Dead_Or_Alive.zip||31 MB||||,,Released,https://itch.io/jam/pizza-jam-3-pizza-prize/rate/284950,16-bit||8-Bit||Action-Adventure||Fishing||Open World||Pixel Art||underwater||Unity,https://nightzard-productions.itch.io/lurking-beneath,Pizza Jam 3 - (PIZZA PRIZE),https://www.itch.io/jam/pizza-jam-3-pizza-prize,5,1,1
,,,Aesthetics||Overall||Innovation||Feel||Good use of the name it's based on,471.0,HawkSandwich,https://hawksandwich.itch.io,Adventure,,,,,,MIND TRAP,14.0,6.0,Windows,Name your own price,,4||6||7||7||10,4.143||3.750||3.571||3.357||3.929,,4.143||3.750||3.571||3.357||3.929,MIND_TRAP_windows.zip||22 MB||||Windows,,Released,https://itch.io/jam/pizza-jam-3-pizza-prize/rate/284884,3D Platformer||Action-Adventure||Atmospheric||Colorful||Experimental||psychedelic||Singleplayer||Third-Person Shooter||Unity,https://hawksandwich.itch.io/mind-trap,Pizza Jam 3 - (PIZZA PRIZE),https://www.itch.io/jam/pizza-jam-3-pizza-prize,6,1,1
,,A few minutes,Aesthetics||Overall||Innovation||Feel||Good use of the name it's based on,136.0,CannedFisher,https://gd4219.itch.io,Action||Fighting,Keyboard,English,,,Unity,Soul of a Robot: Junk Builder,16.0,4.0,HTML5,,,9||23||25||28||28,3.500||2.688||2.313||2.063||2.875,,3.500||2.688||2.313||2.063||2.875,,,In development,https://itch.io/jam/pizza-jam-3-pizza-prize/rate/285065,Robots,https://gd4219.itch.io/soul-of-a-robot-junk-builder,Pizza Jam 3 - (PIZZA PRIZE),https://www.itch.io/jam/pizza-jam-3-pizza-prize,23,0,1
,,,Innovation||Feel||Good use of the name it's based on||Overall||Aesthetics,536.0,skopkin,https://skopkin.itch.io,Adventure,,,,,,Silkworm: Journey of the Moth,11.0,1.0,Windows||macOS,,,19||23||25||25||28,3.000||2.818||3.455||3.000||2.727,,2.659||2.498||3.062||2.659||2.417,Silkworm.zip||32 MB||||Windows<>SilkWorm_Mac.zip||37 MB||||macOS,,Prototype,https://itch.io/jam/pizza-jam-3-pizza-prize/rate/285022,maze,https://skopkin.itch.io/silkworm,Pizza Jam 3 - (PIZZA PRIZE),https://www.itch.io/jam/pizza-jam-3-pizza-prize,25,0,1
,Creative Commons Attribution_NonCommercial v4.0 International,A few minutes,Good use of the name it's based on||Innovation||Feel||Overall||Aesthetics,497.0,Aqua Cake,https://pyro-cakes.itch.io,Adventure,Keyboard,English,,,Bitsy,Fred,16.0,3.0,HTML5,,,19||22||25||26||30,3.313||2.500||2.375||2.609||2.250,28 July 2018 @ 20:22,3.313||2.500||2.375||2.609||2.250,,,Released,https://itch.io/jam/pizza-jam-3-pizza-prize/rate/284650,Bitsy||pixel||simple||Walking simulator,https://pyro-cakes.itch.io/fred,Pizza Jam 3 - (PIZZA PRIZE),https://www.itch.io/jam/pizza-jam-3-pizza-prize,26,0,1
,,,Aesthetics||Innovation||Overall||Feel||Good use of the name it's based on,697.0,@lord_stett,https://lord-stett.itch.io,Fighting,,,,,Unity,Ground Attack,12.0,1.0,Windows||HTML5,,,19||24||28||29||30,3.167||2.583||2.708||2.167||2.917,,2.932||2.392||2.507||2.006||2.700,Ground Attack Win32||12 MB||||Windows,,Released,https://itch.io/jam/pizza-jam-3-pizza-prize/rate/284992,,https://lord-stett.itch.io/ground-attack,Pizza Jam 3 - (PIZZA PRIZE),https://www.itch.io/jam/pizza-jam-3-pizza-prize,28,0,1
,,,Aesthetics||Feel||Good use of the name it's based on||Overall||Innovation,201.0,Fartknuckles,https://fartknuckles.itch.io,Platformer,,,,,,Abyss,11.0,5.0,Windows,Name your own price,,24||26||27||29||31,3.000||2.636||3.273||2.705||1.909,,2.659||2.337||2.901||2.397||1.692,Abyss - Pizza Jam 2018.zip||17 MB||||Windows,,Released,https://itch.io/jam/pizza-jam-3-pizza-prize/rate/285014,2D||Casual||Fast-Paced||My First Game Jam||Unity,https://fartknuckles.itch.io/abyss,Pizza Jam 3 - (PIZZA PRIZE),https://www.itch.io/jam/pizza-jam-3-pizza-prize,29,0,1
,,,Aesthetics||Innovation||Good use of the name it's based on||Feel||Overall,494.0,RoflWorld,https://roflworld.itch.io,Action,,,,,,Beamrider,10.0,1.0,,,,22||32||32||32||32,3.200||1.800||1.800||1.500||2.075,,2.704||1.521||1.521||1.268||1.754,builds.zip||15 MB||||,,Prototype,https://itch.io/jam/pizza-jam-3-pizza-prize/rate/285020,,https://roflworld.itch.io/beamrider,Pizza Jam 3 - (PIZZA PRIZE),https://www.itch.io/jam/pizza-jam-3-pizza-prize,32,0,1
,,,Innovation||Feel||Overall||Interpretation of the Horse name!||Aesthetics,623.0,Ethan,https://ethan-ngawaka.itch.io,Action,,,,,,Revolve,11.0,4.0,,Name your own price,,1||2||2||4||8,4.000||3.909||3.818||3.727||3.636,,4.000||3.909||3.818||3.727||3.636,Revolve.zip||8 MB||||,,Released,https://itch.io/jam/pizzza-jam-pizza-prize/rate/467129,2D||Arcade,https://ethan-ngawaka.itch.io/revolve,PIZZA JAM! (pizza prize),https://www.itch.io/jam/pizzza-jam-pizza-prize,2,1,1
,,,Interpretation of the Horse name!||Aesthetics||Overall||Feel||Innovation,211.0,Bad Game Studios,https://bad-game-studios.itch.io,Adventure,,,,,Unity,Balanchine,20.0,1.0,Windows||macOS||Linux||HTML5,Name your own price,,1||2||3||5||5,4.350||3.950||3.750||3.150||3.550,,4.350||3.950||3.750||3.150||3.550,BalanchineSetup.exe||19 MB||||Windows||Linux||macOS,,Released,https://itch.io/jam/pizzza-jam-pizza-prize/rate/467313,2D||balance||grape||Hand-drawn||Unity,https://bad-game-studios.itch.io/balanchine,PIZZA JAM! (pizza prize),https://www.itch.io/jam/pizzza-jam-pizza-prize,3,1,1
,,,Interpretation of the Horse name!||Aesthetics||Overall||Innovation||Feel,459.0,a Martínez,https://theghostx.itch.io,Platformer,,,,,Unity,Frozen Fire | Pizza Jam,20.0,4.0,Windows||macOS||HTML5,Name your own price,,2||3||4||6||7,4.050||3.900||3.475||3.100||2.850,,4.050||3.900||3.475||3.100||2.850,FrozenFire.zip||48 MB||||Windows||macOS,,Released,https://itch.io/jam/pizzza-jam-pizza-prize/rate/467162,2D||Ludum Dare 44||pizzajam||Singleplayer,https://theghostx.itch.io/frozen-fire,PIZZA JAM! (pizza prize),https://www.itch.io/jam/pizzza-jam-pizza-prize,4,1,1
,,,Feel||Overall||Aesthetics||Interpretation of the Horse name!||Innovation,118.0,Le Von||Maxim Loboda,https://le-von.itch.io||https://maksloboda.itch.io,Adventure,,,,,,Treasure Beach,19.0,1.0,Windows||Linux||HTML5,,,4||5||7||8||11,3.474||3.395||3.737||3.526||2.842,,3.474||3.395||3.737||3.526||2.842,win-32.zip||22 MB||||Windows<>linux-32.zip||24 MB||||Linux<>linux-64.zip||24 MB||||Linux,,Released,https://itch.io/jam/pizzza-jam-pizza-prize/rate/467332,2D||3D||cats||chill||Pixel Art||Relaxing||Singleplayer||treasure-hunt,https://le-von.itch.io/treasure-beach,PIZZA JAM! (pizza prize),https://www.itch.io/jam/pizzza-jam-pizza-prize,5,1,2
,,,Innovation||Feel||Interpretation of the Horse name!||Overall||Aesthetics,0.0,makalski,https://makalski.itch.io,,,,,,,(Pizza Jam 2019) Yeets The Game,11.0,1.0,HTML5,,,14||18||18||19||20,2.636||2.182||2.727||2.432||2.182,,2.636||2.182||2.727||2.432||2.182,,,Released,https://itch.io/jam/pizzza-jam-pizza-prize/rate/466605,,https://makalski.itch.io/pizza-jam-2019-yeets-the-game,PIZZA JAM! (pizza prize),https://www.itch.io/jam/pizzza-jam-pizza-prize,19,0,1
,,,Innovation||Feel||Overall||Aesthetics||Interpretation of the Horse name!,0.0,vansul,https://vansul.itch.io,Role Playing,,,,,Unity,Sunny View,13.0,1.0,HTML5,,,12||17||20||21||21,2.692||2.231||2.404||2.154||2.538,,2.692||2.231||2.404||2.154||2.538,,,Released,https://itch.io/jam/pizzza-jam-pizza-prize/rate/467225,,https://vansul.itch.io/sunny-view,PIZZA JAM! (pizza prize),https://www.itch.io/jam/pizzza-jam-pizza-prize,20,0,1
,,,Innovation||Aesthetics||Feel||Overall||Interpretation of the Horse name!,567.0,Fabpk90,https://fabpk90.itch.io,,,,,,Unity,Magnetic Pizze,12.0,1.0,HTML5,,,17||17||20||22||25,2.417||2.417||2.083||2.250||2.083,,2.417||2.417||2.083||2.250||2.083,,,In development,https://itch.io/jam/pizzza-jam-pizza-prize/rate/466662,,https://fabpk90.itch.io/magnetic-pizze,PIZZA JAM! (pizza prize),https://www.itch.io/jam/pizzza-jam-pizza-prize,22,0,1
,,,Interpretation of the Horse name!||Innovation||Overall||Aesthetics||Feel,58.0,Graic,https://graic.itch.io,Adventure,,,,,LÖVE,Turtle Island,14.0,5.0,HTML5,,,13||22||23||23||25,3.000||1.857||2.054||2.000||1.357,,3.000||1.857||2.054||2.000||1.357,,,Released,https://itch.io/jam/pizzza-jam-pizza-prize/rate/466475,,https://graic.itch.io/turtle-island,PIZZA JAM! (pizza prize),https://www.itch.io/jam/pizzza-jam-pizza-prize,23,0,1
,,,Overall||Visuals||Browser Compatibility||Technical Achievement||Theme usage||Gameplay & Design,149.0,Netgfx,https://netgfxcom.itch.io,,,,,,Phaser,Rabid-Rabit,57.0,2.0,HTML5,,,1||1||1||2||2||3,4.607||4.772||4.895||4.351||4.596||4.421,,4.607||4.772||4.895||4.351||4.596||4.421,,,Released,https://itch.io/jam/js48-1/rate/39171,2d-gathering||bunny||carrots||experiment||gathering-game||lab||mad-science||rabit||scientist-mad,https://netgfxcom.itch.io/rabid-rabit,JS 48 - Episode 1,https://www.itch.io/jam/js48-1,1,1,1
,,,Gameplay & Design||Technical Achievement||Overall||Visuals||Browser Compatibility||Theme usage,442.0,xaviserrag,https://xaviserrag.itch.io,Adventure,,,,,,Super Quantum Mutants,47.0,1.0,HTML5,,,1||1||2||2||2||3,4.702||4.468||4.583||4.660||4.787||4.298,,4.702||4.468||4.583||4.660||4.787||4.298,,,Released,https://itch.io/jam/js48-1/rate/39224,8-Bit,https://xaviserrag.itch.io/super-quantum-mutants,JS 48 - Episode 1,https://www.itch.io/jam/js48-1,2,1,1
,,,Overall||Visuals||Browser Compatibility||Technical Achievement||Theme usage||Gameplay & Design,277.0,Big Southerly Games,https://bigsoutherlygames.itch.io,Action,,,,,Phaser,Elemetal,10.0,3.0,HTML5,,,6||6||6||7||8||8,3.680||3.800||4.400||3.400||3.400||3.400,,3.680||3.800||4.400||3.400||3.400||3.400,,,Prototype,https://itch.io/jam/js48-1/rate/39160,js48||Space,https://bigsoutherlygames.itch.io/elemetal,JS 48 - Episode 1,https://www.itch.io/jam/js48-1,6,0,1
,,,Gameplay & Design||Theme usage||Overall||Visuals||Technical Achievement||Browser Compatibility,123.0,cmvanb,https://cmvanb.itch.io,Platformer,,,,,Phaser,Dr. Monocle Loves You,10.0,3.0,HTML5,,,6||8||8||8||9||14,3.700||3.400||3.440||3.100||3.300||3.700,,3.700||3.400||3.440||3.100||3.300||3.700,submission1.zip||1 MB||||,,Released,https://itch.io/jam/js48-1/rate/39211,2D||Game Jam||js48||mad-science||Physics||Puzzle-Platformer,https://cmvanb.itch.io/dr-monocle-loves-you,JS 48 - Episode 1,https://www.itch.io/jam/js48-1,8,0,1
