jam_criteria,jam_end_date,jam_host,jam_name_x,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url,jam_english,jam_duration,jam_desc_len,jam_name_y,jam_no_illustrations,jam_no_videos,num_hosts,num_criteria
Overall||Gameplay||Design visuel||Fun,2019-02-16 14:52:00,surue||piller.yann||gdvaud||kriegalex,lvlupgamejam 2019,14,34,14,2019-02-14 17:00:00,https://www.itch.io/jam/lvlupgamejam,n,45.86666666666667,0,lvlupgamejam 2019,0,0,4,4
Overall||game design||art||sound||implementation||tabletop,2016-04-03 20:00:00,Athens GGDA||HumanBean,2016 Athens Game Jam,21,226,12,2016-04-01 22:00:00,https://www.itch.io/jam/2016-athens-game-jam,y,46.0,267,2016 Athens Game Jam,0,0,2,6
Overall,2017-11-12 20:00:00,bmossgames,KSU Fall 2017 Game Jam,13,0,5,2017-11-10 22:00:00,https://www.itch.io/jam/ksu-jam,y,46.0,680,KSU Fall 2017 Game Jam,0,0,1,1
Overall,2016-02-14 20:00:00,BretMeasor,The Great Ham Jam,6,0,6,2016-02-12 22:00:00,https://www.itch.io/jam/the-great-ham-jam,y,46.0,3921,The Great Ham Jam,0,0,1,1
Overall||game design||art||sound||implementation,2015-05-17 19:00:00,Athens GGDA||Nick Splendorr,2015 Athens Game Jam,7,114,7,2015-05-15 21:00:00,https://www.itch.io/jam/2015-athens-game-jam,y,46.0,225,2015 Athens Game Jam,0,0,2,5
Overall||Game Design||Art||Sound||Implementation||Tabletop,2018-04-15 20:45:00,Athens GGDA,Athens Game Jam 2018,12,117,8,2018-04-13 22:07:00,https://www.itch.io/jam/athens-game-jam-2018,y,46.63333333333333,102,Athens Game Jam 2018,1,0,1,6
Overall||Graphics||Sound||How well does it fit the given theme||How polished it is,2019-04-07 21:00:00,Kaina's Games,Cult of Jabrils Gamejam,30,27,5,2019-04-05 22:00:00,https://www.itch.io/jam/cojgamejam,y,47.0,2314,Cult of Jabrils Gamejam,0,0,1,5
Overall||Play experience||Innovation||Visuals||Sound||Theme association,2015-05-24 14:00:00,Jaffar Salih||Samanta Miszkiel||evnh,Arabic Game Jam 2015,10,1,10,2015-05-22 15:00:00,https://www.itch.io/jam/agj2015,y,47.0,701,Arabic Game Jam 2015,0,0,3,6
Overall,2018-12-02 14:00:00,Sygan,PGG JAM: All Play - Accessibility Vol 3,21,0,18,2018-11-30 15:00:00,https://www.itch.io/jam/pgg-jam-all-play-accessibility-vol-3,y,47.0,1028,PGG JAM: All Play - Accessibility Vol 3,0,0,1,1
Overall,2017-10-02 01:00:00,OneratGames,Jamingtons 3.0,41,0,13,2017-09-30 02:00:00,https://www.itch.io/jam/jamingtons3,y,47.0,1426,Jamingtons 3.0,3,1,1,1
Overall||Visuals||Gameplay||Creativity||Overall,2018-03-12 01:00:00,81monkeys,100 Lines of Code GameMaker Jam,99,211,32,2018-03-10 02:00:00,https://www.itch.io/jam/100-lines-of-code-gamemaker-game-jam,y,47.0,1346,100 Lines of Code GameMaker Jam,0,0,1,5
Overall||Creativity||Implementation of the theme||Overall impression,2019-03-31 18:00:00,LightNightGames,LightNight Jam,24,0,2,2019-03-29 19:00:00,https://www.itch.io/jam/lightnight-jam,y,47.0,924,LightNight Jam,1,0,1,4
Overall,2019-03-25 00:00:00,CCDJuegos,Mermelada de mesa 2019,6,0,4,2019-03-23 01:00:00,https://www.itch.io/jam/mermeladademesa,y,47.0,1723,Mermelada de mesa 2019,0,0,1,1
Overall||Matches Theme||Enjoyment||Game Mechanics||Art||Music,2018-03-25 21:59:59,Haploid7,48 Secret Jam - March 2018,29,5,6,2018-03-23 22:59:59,https://www.itch.io/jam/48-secret-jam-march-2018,y,47.0,893,48 Secret Jam - March 2018,0,0,1,6
Overall||Gráficos||Trilha sonora / Efeitos sonoros||Mecânicas,2017-10-08 20:00:00,cepedeglab,Game Jam - Caracas Geek Fest,7,0,1,2017-10-06 21:00:00,https://www.itch.io/jam/game-jam-caracas-geek-fest,n,47.0,339,Game Jam - Caracas Geek Fest,1,0,1,4
Overall||Theme||Mechanics||Atmosphere||Sound / Music,2019-03-10 23:00:00,TimRuswick,Timdred Jam - COMMUNITIES UNITE!,149,514,49,2019-03-09 00:00:00,https://www.itch.io/jam/timdred-jam,y,47.0,1082,Timdred Jam - COMMUNITIES UNITE!,1,1,1,5
"Overall||Best Art (totally subjective)||Best Technical Achievement (e.g. complex systems, great features, optomizations, not-brokenness)||Best Audio / Music||Best Story / Writing||Best Overall",2016-04-03 16:30:00,Galway Game Jam,Galway Game Jam 5,19,54,11,2016-04-01 17:00:00,https://www.itch.io/jam/galwaygamejam5,y,47.5,4459,Galway Game Jam 5,0,0,1,6
Overall||Creativeness||Festiveness||Thought Put Into I,2017-12-26 02:40:59,Enderlord101,Last Minute Christmas JAM,2,4,2,2017-12-24 02:50:00,https://www.itch.io/jam/last-minute-christmas-jam,y,47.84972222222222,911,Last Minute Christmas JAM,0,0,1,4
Overall,2017-01-02 22:59:59,P1X,Hangover Game Jam 2017,11,0,5,2016-12-31 23:00:01,https://www.itch.io/jam/hangover-game-jam-2017,y,47.99944444444444,264,Hangover Game Jam 2017,1,0,1,1
Overall||Matches Theme||Enjoyment||Game Mechanics||Art||Music,2017-09-10 21:59:59,Haploid7||Joey Staps,48 Secret Jam - September 2017,35,67,7,2017-09-08 22:00:00,https://www.itch.io/jam/48-secret-september-2017,y,47.999722222222225,790,48 Secret Jam - September 2017,0,0,2,6
Geral||Diversão||Criatividade||Gráficos||Áudio||Potencial de mercado||Alinhamento ao tema,2019-01-28 01:59:59,RenanVieira||jrbitt,GGJ 2019 Unisinos,22,136,12,2019-01-26 02:00:00,https://www.itch.io/jam/ggj19-unisinos,n,47.999722222222225,922,GGJ 2019 Unisinos,1,0,2,7
Overall||Enjoyable Gameplay||Graphics||Music||Story||Theme-relation,2018-12-23 21:59:59,TheLaZeus||mischa,GameDevClub Holiday Jam,8,0,1,2018-12-21 22:00:00,https://www.itch.io/jam/gamedevclub,y,47.999722222222225,1470,GameDevClub Holiday Jam,0,0,2,6
Overall||Mathes Theme||Enjoyment||Game Mechanics||Art||Music,2017-12-10 22:59:59,Haploid7,48 Secret Jam - December 2017,34,23,5,2017-12-08 23:00:00,https://www.itch.io/jam/48-secret-december-2017,y,47.999722222222225,728,48 Secret Jam - December 2017,0,0,1,6
Overall||Matches Theme||Enjoyment||Game Mechanics||Art||Music,2018-01-21 22:59:59,Haploid7,48 Secret Jam - January 2018,55,123,8,2018-01-19 23:00:00,https://www.itch.io/jam/48-secret-january-2018,y,47.999722222222225,728,48 Secret Jam - January 2018,0,0,1,6
Overall||Presentation||Gameplay||Originality||Overall,2016-10-03 06:59:59,Clickteam,Weirder Stuff,483,217,34,2016-10-01 07:00:00,https://www.itch.io/jam/weirderstuff,y,47.999722222222225,4084,Weirder Stuff,1,2,1,5
Overall||Matches Theme||Enjoyment||Game Mechanics||Art||Music,2018-02-18 22:59:59,Haploid7,48 Secret Jam - February 2018,40,35,5,2018-02-16 23:00:00,https://www.itch.io/jam/48-secret-jam-february-2018,y,47.999722222222225,976,48 Secret Jam - February 2018,0,0,1,6
Overall||Use of theme||Fun factor||Art||Sounds (Video)||Clear instructions (Board/Tabletop),2018-01-31 05:59:59,CoMo Game Jam||spacesharkstudios||Bloo||RibbonsTheFriendlyViking,COMO Game Jam 3,19,12,12,2018-01-29 06:00:00,https://www.itch.io/jam/como-game-jam-3,y,47.999722222222225,1095,COMO Game Jam 3,1,0,4,6
"Overall||Innovation - Inovação||Fun - Diversão||Theme - Tema||Graphics - Gráficos||Audio - Áudio||Humor - Comédia||Mood - Ambientação, Atmosfera",2019-04-30 02:59:59,Narto Junior,PONG - Ludum Dare 44,14,3,6,2019-04-28 03:00:00,https://www.itch.io/jam/pong-ludum-dare-44,n,47.999722222222225,296,PONG - Ludum Dare 44,0,0,1,8
Overall||Good use of the name it's based on||Feel||Aesthetics||Innovation,2018-07-29 17:00:00,ComputerJames,Pizza Jam 3 - (PIZZA PRIZE),142,456,31,2018-07-27 17:00:00,https://www.itch.io/jam/pizza-jam-3-pizza-prize,y,48.0,1528,Pizza Jam 3 - (PIZZA PRIZE),1,0,1,5
Overall||Does it represent community?||Did this game give you a new/familiar experience?||Did this game feel well done for being made in 48 hours?,2019-08-27 00:00:00,Cel C.||Cam,Black Game Devs 48 Hour Game Jam!,7,0,1,2019-08-25 00:00:00,https://www.itch.io/jam/bgd-48-hour-game-jam,y,48.0,3342,Black Game Devs 48 Hour Game Jam!,0,0,2,4
Overall||Originality||Creativity||Wieldness||Fummess,2016-07-28 21:00:00,Moon Light Games,Prototype Game Jam 48h! (#PrototypeGameJam),6,1,1,2016-07-26 21:00:00,https://www.itch.io/jam/prototype-jam-48h,y,48.0,671,Prototype Game Jam 48h! (#PrototypeGameJam),0,0,1,5
Gesamtwertung||Umsetzung des Themas||Innovation||Gameplay||Grafik||Sound||Atmosphäre,2019-10-06 17:00:00,Chewbatrij||keksx,miniBeansjam 4,33,93,10,2019-10-04 17:00:00,https://www.itch.io/jam/minibeansjam4,n,48.0,2863,miniBeansjam 4,1,0,2,7
Overall||Immersive||Polished||Art||Music,2018-05-14 00:00:00,bluzi,Weekend Game Jam #2,16,19,4,2018-05-12 00:00:00,https://www.itch.io/jam/weekend-game-jam-2,y,48.0,459,Weekend Game Jam #2,0,0,1,5
Overall||Mechanic||Art||Sound||Depressive,2017-02-08 15:00:00,Maneivos,THE LAST HOPE JAM,11,0,1,2017-02-06 15:00:00,https://www.itch.io/jam/the-last-hope,y,48.0,353,THE LAST HOPE JAM,0,0,1,5
Funbringin'||Heartbreakin'||Mindblowin',2019-07-14 16:00:00,Michał IXI Kobzdaj,Zero Words vol.2,44,161,15,2019-07-12 16:00:00,https://www.itch.io/jam/zero-words-gamejam-2,y,48.0,1958,Zero Words vol.2,2,0,1,3
Overall||Matches Theme?||Enjoyment||Game Mechanics||Art||Music,2017-10-15 21:59:59,Haploid7,48 Secret Jam - October 2017,25,18,5,2017-10-13 21:59:59,https://www.itch.io/jam/48-secret-jam-october-2017,y,48.0,919,48 Secret Jam - October 2017,0,0,1,6
Overall||music||theme||gameplay,2019-02-25 00:00:00,BountyDev,JS Game Jam 2,7,0,2,2019-02-23 00:00:00,https://www.itch.io/jam/js-game-jam-2,y,48.0,468,JS Game Jam 2,0,0,1,4
Diversão||Criatividade||Mecânica||Sons||Arte,2018-08-20 02:59:59,Glitch,Brazilian Meme GameJAM,7,1,1,2018-08-18 02:59:59,https://www.itch.io/jam/brazilian-meme-gamejam,n,48.0,759,Brazilian Meme GameJAM,0,0,1,5
Overall,2019-09-08 15:00:00,Daniel Dormin,Alpha jam - 1 (PT-BR),8,0,1,2019-09-06 15:00:00,https://www.itch.io/jam/alpha-jam-1,y,48.0,1532,Alpha jam - 1 (PT-BR),1,0,1,1
Overall,2015-11-09 16:00:00,ILoveToJam,Extra Jam! 2015,9,0,2,2015-11-07 16:00:00,https://www.itch.io/jam/extra24,y,48.0,822,Extra Jam! 2015,0,0,1,1
Overall||Matches Theme||Enjoyment||Game Mechanics||Art||Music||Creativity,2018-09-16 21:59:59,Haploid7,48 Secret Jam - September - 2018,14,28,3,2018-09-14 21:59:59,https://www.itch.io/jam/48-secret-jam-september-2018,y,48.0,1081,48 Secret Jam - September - 2018,0,0,1,7
Overall||Geral||Inovação||Arte||Audio||Mecânica||Narrativa,2017-01-30 01:59:00,Lunate,InterFerias GameJam,10,0,1,2017-01-28 01:59:00,https://www.itch.io/jam/interferias-gamejam,n,48.0,2248,InterFerias GameJam,0,0,1,7
Audience Choice,2015-10-12 00:00:00,Greg Squire,Utah Indie Game Jam 2015,25,136,11,2015-10-10 00:00:00,https://www.itch.io/jam/utah-indie-game-jam-2015,y,48.0,5980,Utah Indie Game Jam 2015,0,0,1,1
Overall||Gameplay||Design||Theme Interpretation,2019-03-31 22:00:00,dogs++,CCAW JAM,25,45,8,2019-03-29 22:00:00,https://www.itch.io/jam/ccaw-jam,y,48.0,744,CCAW JAM,1,0,1,4
Overall||Fun||Art||Story||Originality,2019-06-26 22:00:00,LarsG2005,Not a Jam!,29,0,21,2019-06-24 22:00:00,https://www.itch.io/jam/not-a-jam,y,48.0,2118,Not a Jam!,0,0,1,5
Overall||Inovação||Diversão||Tema||Gráficos||Áudio,2018-09-03 03:00:00,Danilo Filitto,Make Indie Games: 2º Game Jam Educ,5,0,1,2018-09-01 03:00:00,https://www.itch.io/jam/game-jam-educ2,n,48.0,3352,Make Indie Games: 2º Game Jam Educ,0,0,1,6
Overall||Immersive||Polished||Art||Music,2018-05-21 00:00:00,bluzi,Weekend Game Jam #3,13,23,4,2018-05-19 00:00:00,https://www.itch.io/jam/weekend-game-jam-3,y,48.0,403,Weekend Game Jam #3,0,0,1,5
"Overall Gameplay and Fun||Visuals (Textures, Visual Effects, Environment)||How well the theme was implemented||Controls||User Experience / Optimization||Music / Sound Effects||Single/Team (for compensation reasons)",2018-09-30 17:00:00,Sv443||Skjold||MajesticAcorn||Confettimaker||Kkajr||mfosse||saidg23||Xander||xronikos,Cult of Jabril(s) Game Jam,49,276,18,2018-09-28 17:00:00,https://www.itch.io/jam/cult-of-jabrils,y,48.0,3194,Cult of Jabril(s) Game Jam,0,0,9,7
Overall||Immersive||Polished||Art||Music,2018-05-28 00:00:00,bluzi,Weekend Game Jam #4,13,4,2,2018-05-26 00:00:00,https://www.itch.io/jam/weekend-game-jam-4,y,48.0,412,Weekend Game Jam #4,0,0,1,5
Overall||Matches with topic?||Fun Factor||Nice looking art||Catchy music,2017-07-30 10:00:00,Haploid7,48 Secret Jam,27,11,2,2017-07-28 10:00:00,https://www.itch.io/jam/48-secret-jam,y,48.0,1924,48 Secret Jam,0,0,1,5
Overall||Matches Theme||Enjoyment||Game Mechanics||Art||Music,2018-05-20 21:59:59,Haploid7,48 Secret Jam - May - 2018,51,87,11,2018-05-18 21:59:59,https://www.itch.io/jam/48-secret-jam-may-2018,y,48.0,1009,48 Secret Jam - May - 2018,0,0,1,6
Overall||Matches Theme||Enjoyment||Game Mechanics||Art||Music,2018-06-24 21:59:59,Haploid7,48 Secret Jam - June - 2018,51,80,13,2018-06-22 21:59:59,https://www.itch.io/jam/48-secret-jam-june-2018,y,48.0,1024,48 Secret Jam - June - 2018,0,0,1,6
Overall||Tema - Importância do Tema||Tema - Criatividade no Uso do Tema||Gameplay - Fluxo||Gameplay - Escolhas Significativas||Arte - Qualidade da produção da arte||Arte - Direção de arte||User Experience - Facilidade de Uso||User Experience - Facilidade de Aprendizagem,2018-09-24 01:00:00,Arthur B. Seibt||cdesa||Rkt9||Kojiio||albumarques,5ª Game Jam UNIVALI,27,0,14,2018-09-22 01:00:00,https://www.itch.io/jam/5-game-jam-univali,n,48.0,5488,5ª Game Jam UNIVALI,1,0,5,9
Gameplay||Grafik||Sound,2018-09-09 17:00:00,Chewbatrij||keksx,miniBeansjam 2,31,141,15,2018-09-07 17:00:00,https://www.itch.io/jam/minibeansjam2,n,48.0,2868,miniBeansjam 2,0,0,2,3
Overall,2019-03-03 23:00:00,NayN64||TCiceroDev,Gull Jam 2019,15,0,8,2019-03-01 23:00:00,https://www.itch.io/jam/gull-jam-2019,y,48.0,6749,Gull Jam 2019,0,0,2,1
Overall||Theme||Limitation||Ergonomy/Feel||Polish,2019-06-10 00:00:00,Le Codex,Datapack Jam 2 - A New Custom Entity,27,7,4,2019-06-08 00:00:00,https://www.itch.io/jam/datapack-jam-2,y,48.0,2423,Datapack Jam 2 - A New Custom Entity,0,0,1,5
Overall||Graphics||Sound||Innovation||Fun,2019-06-30 22:00:00,Hagge||PowerBurger,Quad Jam Summer 2019,60,40,15,2019-06-28 22:00:00,https://www.itch.io/jam/quad-jam-summer,y,48.0,1110,Quad Jam Summer 2019,6,0,2,5
Overall||Art||Sound||Mechanics||Fun,2019-02-17 23:00:00,Yukon W.,Paint Jam 2019,138,307,33,2019-02-15 23:00:00,https://www.itch.io/jam/paint-jam-2019,y,48.0,1342,Paint Jam 2019,1,0,1,5
Design,2018-09-02 21:00:00,Game Maker's Toolkit,Game Maker's Toolkit Jam 2018,3313,15600,1025,2018-08-31 21:00:00,https://www.itch.io/jam/gmtk-2018,y,48.0,3728,Game Maker's Toolkit Jam 2018,0,2,1,1
Overall||Immersive||Polished||Art||Music,2018-04-30 00:00:00,bluzi,Weekend Game Jam #1,14,11,4,2018-04-28 00:00:00,https://www.itch.io/jam/weekend-game-jam-1,y,48.0,389,Weekend Game Jam #1,0,0,1,5
Overall||Matches Themes||Enjoyment||Game Mechanics||Art||Music||Creativity,2018-11-18 22:59:59,Haploid7||Alex Falkenberg,48 Secret Jam - November - 2018,32,41,9,2018-11-16 22:59:59,https://www.itch.io/jam/48-secret-jam-november-2018,y,48.0,1091,48 Secret Jam - November - 2018,0,0,2,7
"Overall||Theme - How much the game respects the given theme||Gameplay - How fun is the game / How good are controls / etc.||Innovation - Is the game an old formula or something new?||Polish - Give a vote to the art, the music, and in general the little details",2014-11-09 19:00:00,Ciro Continisio||VittoRaboy||hjeldin,IndieVault Game Jam,16,60,16,2014-11-07 19:00:00,https://www.itch.io/jam/IVgamejam,y,48.0,1464,IndieVault Game Jam,0,0,3,5
Fun,2016-02-29 02:00:00,Collin Johnson,BoringTrousers Game Jam,10,5,5,2016-02-27 02:00:00,https://www.itch.io/jam/boringtrousers,y,48.0,417,BoringTrousers Game Jam,0,0,1,1
Gameplay||Grafik||Sound,2019-02-24 18:00:00,keksx||Chewbatrij,miniBeansJam 3,29,92,15,2019-02-22 18:00:00,https://www.itch.io/jam/minibeansjam3,n,48.0,2861,miniBeansJam 3,0,0,2,3
Overall||Overall||Graphics||Sound||Mechanics,2017-08-13 14:00:00,JoleEh||Falkisen,JF 48-Hour Gamejam,26,14,6,2017-08-11 14:00:00,https://www.itch.io/jam/jf-48-hour-gamejam,y,48.0,929,JF 48-Hour Gamejam,0,0,2,5
Overall,2018-03-11 08:00:00,jmas,ghost jam,58,0,9,2018-03-09 08:00:00,https://www.itch.io/jam/ghost-jam,y,48.0,194,ghost jam,0,0,1,1
Cool Rating,2016-12-05 02:00:00,Lo-Fi||TWTdip||debugdrawray,Cool Jams Inc - A Cool Games Inc Game Jam,113,158,23,2016-12-03 02:00:00,https://www.itch.io/jam/cool-jams-inc,y,48.0,1147,Cool Jams Inc - A Cool Games Inc Game Jam,0,0,3,1
Overall||Gameplay||Art||Theme||Music & Sound Effects||Feel,2019-04-03 04:30:00,NightZard Productions,NightJam #1,58,0,5,2019-04-01 04:30:00,https://www.itch.io/jam/nightjam,y,48.0,3132,NightJam #1,0,0,1,6
Overall||Mechanics||Setting (or Location)||Story (or Starting Scenario)||Use of Theme,2018-10-07 22:00:00,Ian Magenta,The Micro-RPG Jam,258,1086,89,2018-10-05 22:00:00,https://www.itch.io/jam/micro-rpg-jam,y,48.0,2676,The Micro-RPG Jam,0,0,1,5
"Most ROTTEN! game! <3||Overall best game! <3||Most creative game! <3||Most flavorful game! <3||""I want that on a T-shirt! <3""",2019-09-01 19:00:00,joshfickes,ROTTEN! Game Jam,11,20,8,2019-08-30 19:00:00,https://www.itch.io/jam/rotten-game-jam,y,48.0,1908,ROTTEN! Game Jam,0,0,1,5
Overall||Awesome!||Great!||Good.||Ehh...||Bad.||Awful!,2016-02-07 18:00:00,Billy Jahnke,Gamemaker Jam : February,18,4,2,2016-02-05 18:00:00,https://www.itch.io/jam/gamemaker-jam--february,y,48.0,285,Gamemaker Jam : February,0,0,1,7
Funbringin'||Mindblowin'||Heartbreakin',2018-07-08 18:20:20,Michał IXI Kobzdaj,Zero words GameJam,36,46,10,2018-07-06 18:20:20,https://www.itch.io/jam/zero-words-gamejam,y,48.0,865,Zero words GameJam,1,0,1,3
Overall||design||diversão||surpresa||relaxamento||loucura,2017-11-26 02:00:00,Thaisa,Super Design Game Jam 2-2017,11,40,11,2017-11-24 02:00:00,https://www.itch.io/jam/super-design-game-jam-2-2017,n,48.0,152,Super Design Game Jam 2-2017,0,0,1,6
Overall,2018-04-08 18:00:00,Mafocore,The Time Jam,7,0,3,2018-04-06 18:00:00,https://www.itch.io/jam/the-time-jam,y,48.0,135,The Time Jam,0,0,1,1
Overall||Concept||Execution||Polish,2019-08-24 23:00:00,Brandon JS Lea,Scratch Jam,94,107,14,2019-08-22 23:00:00,https://www.itch.io/jam/scratch-jam,y,48.0,3155,Scratch Jam,0,0,1,4
Overall||Theme||Game Design||Narrative||Fun||Graphics||Music and Sounds,2019-09-14 15:00:00,Lykaiast,Song Jam 2019,19,3,3,2019-09-12 15:00:00,https://www.itch.io/jam/song-jam-1,y,48.0,1660,Song Jam 2019,0,1,1,7
Overall,2018-02-11 18:00:00,ComputerJames,PIZZA JAM (pizza prize),232,0,59,2018-02-09 18:00:00,https://www.itch.io/jam/james-jam-pizzza-prize,y,48.0,1770,PIZZA JAM (pizza prize),1,0,1,1
Overall||Graphics||Music||Overall quality||Enjoyment||Gameplay,2018-02-04 23:00:00,Sygmei,Jam-bon,3,1,2,2018-02-02 23:00:00,https://www.itch.io/jam/jambon,y,48.0,294,Jam-bon,1,0,1,6
Overall||Graphics||Sound||Gameplay||Innovation||In keeping with the theme,2018-04-30 10:00:00,Squidishhead,Countryhack Spring,11,2,2,2018-04-28 10:00:00,https://www.itch.io/jam/countryhack-spring,y,48.0,4695,Countryhack Spring,4,0,1,6
Overall||Concept||Execution||Polish||Relevance,2019-09-28 23:00:00,Brandon JS Lea,Basic Block Jam,62,89,14,2019-09-26 23:00:00,https://www.itch.io/jam/single-block-jam,y,48.0,4889,Basic Block Jam,12,2,1,5
Overall||Innovation – The unexpected unique idea.||Fun – Did you enjoy playing the game?||Theme – Does the game suit the theme? Is it a creative one?||Graphics – The look of the game.||Audio – How did the game sound?||Mood – The atmosphere of the game.||Stability - Is the system stable?||Overall – Your overall opinion of the game.,2018-04-29 18:00:00,Garzec,SPPRO Discord GameJam 5,7,0,1,2018-04-27 18:00:00,https://www.itch.io/jam/sppro-discord-gamejam-5,y,48.0,1179,SPPRO Discord GameJam 5,0,0,1,9
"Overall||""Sporty-ness""||Absurdity||Gameplay||Creativity||Graphics",2015-12-03 05:00:00,IWantMyRevolver,Unsport Jam,2,0,1,2015-12-01 05:00:00,https://www.itch.io/jam/unsport-jam,y,48.0,180,Unsport Jam,0,0,1,6
Overall||Fun||Visuals(Graphics)||User Interface (UI/UX)||Sound/Audio,2019-09-22 04:00:00,Nicoli,Improve My Game Jam #5,22,9,5,2019-09-20 04:00:00,https://www.itch.io/jam/imgj5,y,48.0,1148,Improve My Game Jam #5,1,0,1,5
Overall||Adequação ao Tema||Visual||Áudio||Experiência||Polimento||Geral,2018-05-07 08:00:00,Marcos Fuchter,2ª MGD Jam,37,91,13,2018-05-05 08:00:00,https://www.itch.io/jam/mgdjam2,n,48.0,1693,2ª MGD Jam,0,0,1,7
Overall||Interpretation of the Horse name!||Aesthetics||Innovation||Feel,2019-08-11 17:00:00,ComputerJames,PIZZA JAM! (pizza prize),98,312,26,2019-08-09 17:00:00,https://www.itch.io/jam/pizzza-jam-pizza-prize,y,48.0,1657,PIZZA JAM! (pizza prize),1,0,1,5
Overall||Graphics||Sound||Innovation||Fun,2019-03-03 23:00:00,Hagge,Quad Jam Spring 2019,21,16,6,2019-03-01 23:00:00,https://www.itch.io/jam/quad-jam-spring,y,48.0,1144,Quad Jam Spring 2019,5,0,1,5
Creativity||Gameplay||Polish,2018-08-31 08:00:00,wanieru,Leave No Stone Unturned (Idiom Game Jam),21,34,6,2018-08-29 08:00:00,https://www.itch.io/jam/idiomgamejam,y,48.0,891,Leave No Stone Unturned (Idiom Game Jam),0,0,1,3
2 Colors||Theme||Arts||Gameplay||Mood||Audio,2018-07-22 16:00:00,Bigaston,2 Colors Game Jam,200,942,71,2018-07-20 16:00:00,https://www.itch.io/jam/2-colors-game-jam,y,48.0,1421,2 Colors Game Jam,0,0,1,6
Overall,2015-05-31 17:00:00,avaugoux,Gamejam on mathematics,4,0,3,2015-05-29 17:00:00,https://www.itch.io/jam/gamejam-on-mathematics,y,48.0,758,Gamejam on mathematics,1,0,1,1
"Follows the theme, and is fun to play.||Uses Unity",2019-09-09 04:00:00,camelCaseCo,Game in a Weekend,8,1,1,2019-09-07 04:00:00,https://www.itch.io/jam/game-in-a-weekend,y,48.0,475,Game in a Weekend,0,0,1,2
