game_accessibility,game_ave_session,game_desc_len,game_genres,game_inputs,game_language,game_last_update,game_made_with,game_name,game_no_screenshots,game_platforms,game_price,game_publish_date,game_size,game_status,game_tags,game_url
,A few minutes,2335,Adventure||Platformer||Puzzle,,,,,Mendacium,5,,"Name your own price,Name your own price",,46 MB||115 kB,Released,Atmospheric||Casual||Dark||Multiple Endings||Music||Mystery,https://djokix.itch.io/mendacium
,,569,Interactive Fiction,,,,,Word of the Day,3,Windows||Linux,,,102 MB,Released,Funny||Game Maker's Toolkit Jam||Minimalist||Mouse only||My First Game Jam||Narrative||Open Source||Short,https://thevgm.itch.io/word-of-the-day
,,276,Adventure,,,,Unity,Candour,3,Windows||HTML5,,,21 MB,Prototype,cgj||day||liar||lie||night||story,https://moolordking.itch.io/candour
,,2283,Adventure,,,,Unreal Engine,Gooey Castle,5,,,,213 MB,In development,3D||Cute||Fantasy||gmtk-game-jam||horde-mode||Local multiplayer||Multiplayer||Slime||Tower Defense||Unreal Engine,https://lukeinallcaps.itch.io/gooey-castle
,,2090,Action,,,,,Kickochet,4,Windows,,,34 MB,Prototype,2D||Game Maker's Toolkit Jam||Top-Down,https://boz-float.itch.io/kickochet
,,803,Platformer||Puzzle,,,,,Intercom,2,Windows,,,20 MB,Released,2D||Game Maker's Toolkit Jam||morse,https://jjmorgan.itch.io/intercom
,,328,Action||Shooter,,,,,MonoDuel,3,Windows,,,21 MB,Released,2D||Game Maker's Toolkit Jam||High Score||Pixel Art||Singleplayer,https://renva.itch.io/monoduel
Color-blind friendly,A few minutes,1217,Survival,Keyboard,English,,Unreal Engine,ROVE,6,Windows,"Name your own price,Name your own price",,804 MB,In development,Atmospheric||Exploration||mars||Relaxing||Roguelike||Sci-fi||Singleplayer||Space||Unreal Engine,https://olympusmonsgames.itch.io/rove
,A few minutes,1449,Puzzle,Keyboard||Mouse,English,,pygame,Sightline,1,Windows,"Name your own price,Name your own price",,36 MB||9 MB,Released,1d||2D||First-Person||Game Maker's Toolkit Jam||Minimalist||pygame||python||Singleplayer||weird,https://winterbeak.itch.io/sightline
,,1331,Action||Platformer,,,,,Blade Breaker: Sword Taker,3,,,,11 MB||14 MB,Released,Game Maker's Toolkit Jam||Swords,https://zazo.itch.io/blade-breaker
,A few minutes,926,,Keyboard,English,,GameMaker: Studio,TowerBag,3,HTML5,Name your own price,,2 MB,Released,GameMaker||Game Maker's Toolkit Jam||Pixel Art||Tower Defense,https://matheuscunegato.itch.io/towerbag
,A few minutes,938,Action||Shooter,,,,Unity||Blender,The Approach,5,,"Name your own price,Name your own price",,66 MB,Released,Game Maker's Toolkit Jam||Local multiplayer||Post-apocalyptic,https://z73.itch.io/the-approach
,,734,Platformer,,,,,Level1_1,4,Windows,,,2 MB||27 MB,Released,,https://captain-caruso.itch.io/level1-1
,A few minutes,471,Action||Shooter,,,,,UNLOADED,2,,,,8 MB,Released,2D||Fast-Paced||Funny||Pixel Art||Violent,https://raw-egg-studio.itch.io/unloaded
,,820,Action,,,,,Door Knocker,2,Windows,"Name your own price,Name your own price",,27 MB,Prototype,door||First-Person||kick-doors||kicking||kick-things,https://nikmikk.itch.io/door-knocker
,,2864,Action,,,,Unity,20 000 Pixels Under the Sea,1,Windows||HTML5,,,51 MB,Released,Game Maker's Toolkit Jam,https://kornel.itch.io/20-000-pixels-under-the-sea
,,303,Platformer||Puzzle,,,,,PROJECT1ON,1,Windows,,,26 MB,Prototype,2D||3D||Game Maker's Toolkit Jam,https://arthur740210.itch.io/project1on
,About a half-hour,996,Puzzle,Keyboard,English,,,One Dimension,1,Windows,,,4 MB,Released,Game Maker's Toolkit Jam||thinking,https://lazertrax.itch.io/one-dimension
,,2910,Interactive Fiction||Visual Novel,,,,Unity,Negative Nancy,4,Windows||macOS||HTML5,,,45 MB||44 MB,Released,Funny||Game Maker's Toolkit Jam||Singleplayer||Story Rich||Unity,https://feed.itch.io/negative-nancy
,,2704,Puzzle,,,,,Blobby the Level Shrinker,1,Windows,,,4 MB,Released,2D||blob||Game Maker's Toolkit Jam||Short,https://lucas-delvallet.itch.io/blobby-the-level-shrinker
,,484,Rhythm,,,,,Agatha's Witching Hour,2,,,,54 MB,Released,2D||Game Maker's Toolkit Jam,https://akanagames.itch.io/agathas-witching-hour
,,620,Strategy,,,,,Chess Mess,6,Windows,,,46 MB,Released,3D||artgame||Casual||Chess||Game Maker's Toolkit Jam||Local multiplayer||Low-poly||Physics,https://wip-studios.itch.io/chess-mess
,,1002,Fighting,,,,Unity,PUNCH(_SELF),4,Windows||HTML5,,,29 MB,Released,Game Maker's Toolkit Jam,https://gasgiant.itch.io/punch-self
,,167,Platformer,,,,,Nuggets II,4,,"Name your own price,Name your own price",,4 MB,Released,Game Maker's Toolkit Jam||kidando,https://kidando.itch.io/nuggets-ii
,,719,,,,,,Throw Away Game (accident),2,,"Name your own price,Name your own price",,414 MB,Released,,https://chefseth.itch.io/throw-away-game
,,323,,,,,,End-Less Runner,4,,"Name your own price,Name your own price",,16 MB,Released,artgame||Endless||infinite-runner,https://molten-labs.itch.io/end-less-runner
,,1353,Interactive Fiction,,,,,👻's   ⚔,2,HTML5,,,,Released,emoji||Game Maker's Toolkit Jam||Text based||weird,https://dario-zubovic.itch.io/ghosts-swords
,,1030,Action,,,,Unity,Fresh Merchandise,5,Windows||HTML5,,,23 MB,Released,Dungeon Crawler||Game Maker's Toolkit Jam,https://blind-mystics.itch.io/fresh-merchandise
,,395,Puzzle,,,,,The Meltdown,1,Windows||macOS||Linux,,,44 MB||50 MB,Released,First-Person||LÖVE||Meaningful Choices||Mouse only||Narrative||Singleplayer||Story Rich||Voice Acting||Voxel,https://windmillgames.itch.io/the-meltdown
,,1570,Fighting,,,,Unity,Rhetoric Fighter,2,Windows,,,17 MB,Released,2D||Game Maker's Toolkit Jam||Local multiplayer||Retro,https://eduardo-gandra.itch.io/rhetoric-fighter
,,1303,Fighting,,,,,Bousiez Vous!,1,,,,20 MB,Prototype,2D||brawler||party-game||Pixel Art,https://edi2d.itch.io/bousiezvous
,,2177,Strategy,,,,,Road to  Fully Automated Luxury Gay Space  Communism TD,3,Windows,,,20 MB,Released,2D||communism||Game Maker's Toolkit Jam||mobile||Singleplayer||soviet||Space||Tower Defense||vector,https://leokaplan.itch.io/gmtk2018-tdcommunism
,,1252,Puzzle,,,,Unity||Blender||Audacity,Camp Shepherd,4,Windows||macOS||Linux,,,28 MB||31 MB||33 MB,Released,Driving||Game Maker's Toolkit Jam||Tower Defense||Unity,https://meanwhile.itch.io/camp-shepherd
,,313,Puzzle,,,,,polterheist,4,Windows,,,61 MB,Prototype,3D||cat||dog||ghost||heist||museum||thief||Unity,https://xmptgames.itch.io/polterheist
,,1473,Racing,,,,Unity,Backseat Driver,3,HTML5,,,,Released,Funny,https://linky00.itch.io/backseat-driver
Color-blind friendly,A few seconds,2024,Puzzle,Keyboard||Mouse,English,,,Missile time,4,Windows,,,70 MB,Released,2D||Game Maker's Toolkit Jam||level||Level Editor||Top-Down,https://charon25.itch.io/missile-time
,A few minutes,1624,Puzzle,,English,,LÖVE,Fish,3,Windows||macOS,,,24 MB||15 MB||10 MB,Released,Casual||Game Maker's Toolkit Jam||LÖVE||match3,https://nicmagnier.itch.io/fish
,,1320,Adventure,,,,Unity,Komorebi,3,Windows||macOS||HTML5,Name your own price,,20 MB||26 MB||180 MB,Released,ambient||Atmospheric||Exploration||First-Person||soundscape||storybased,https://virtual-turtle.itch.io/komorebi
,,346,Puzzle,,,,,Towernaut,3,Windows,,,2 MB||15 MB,Released,Controller||Cute||Game Maker's Toolkit Jam||My First Game Jam||Pixel Art||Retro||Tower Defense,https://sbug.itch.io/towernaut
,,930,Platformer||Puzzle,,,,,Decapitated David,3,Windows,,,43 MB,Prototype,Game Maker's Toolkit Jam||Physics,https://matthewloveday.itch.io/decapitatedave
,,2445,Shooter,,,,Construct,NAVIS,1,HTML5,,,,Prototype,2D||Arcade||Bullet Hell||Difficult||Global Game Jam||Physics||Shoot 'Em Up||Space,https://jonasknochelmann.itch.io/navis
,,720,Sports||Platformer,,,,Unity,Gravity Golf - Jam Version,3,HTML5,,,,Released,2D||Game Maker's Toolkit Jam||Golf||Minimalist||Physics||Retro||Short||Singleplayer,https://3dharrison.itch.io/golf
,,315,Action,,,,,Sandbox Mayhem,3,Windows,,,16 MB,Released,,https://kushalt.itch.io/sandbox-mayhem
High-contrast,A few minutes,380,Shooter,Mouse,English,,,Don't Run but Gun,2,Windows,,,5 MB,Released,2D||8-Bit||Arcade||Boss battle||Difficult||Roguelike||Shoot 'Em Up||Singleplayer||Top-Down||Top down shooter,https://undefinedowl.itch.io/dont-run-but-gun
,,885,Action,,,,LÖVE,Void,3,Windows||macOS,,,6 MB||10 MB||8 MB,Released,LÖVE||Minimalist||Shoot 'Em Up,https://nicmagnier.itch.io/void
Color-blind friendly||High-contrast||Textless,A few minutes,548,Puzzle,Keyboard,,,,Sight and Silence,6,,"Name your own price,Name your own price",,17 MB||11 MB||17 MB,Released,,https://xenexex.itch.io/sight-and-silence
,,3380,Action,,,,,Aqua Ascent,3,,,,11 MB,Released,Arcade||Game Jam||game-makers-toolkit||infinite||infinite-runner||Pixel Art||score||Score Attack||silhouette||underwater,https://thewojnartist.itch.io/aqua-ascent
,,1166,Action,,,,,Light After Dark,4,Windows,,,3 MB,Released,16-bit,https://philliptrudeau.itch.io/light-after-dark
,,400,Puzzle,,,,,HOPSHOT,5,Windows,"Name your own price,Name your own price",,8 MB||5 MB,Released,Game Maker's Toolkit Jam||Turn-based||Turn-Based Combat,https://bearish.itch.io/hopshot
,,517,Action,,,,,Sandrisen,1,Windows,,,17 MB||17 MB||18 MB,Released,Endless||Pixel Art,https://nuclear-applejack.itch.io/sandrisen
,,320,Puzzle,,,,Unity,SCREECH,2,HTML5,,,,Released,game-makers-toolkit||Game Maker's Toolkit Jam||mark-brown||screech||terry||torres,https://terrytorres.itch.io/screech
,About a half-hour,2729,Adventure||Interactive Fiction||Platformer,Keyboard||Xbox controller||Playstation controller,English,,Unity||Audacity||Krita,Fire Call,4,Windows||macOS||Linux||HTML5,Name your own price,,73 MB||91 MB||77 MB,In development,2D||graphic-adventure||missions||Pixel Art||Singleplayer||Story Rich,https://justcamh.itch.io/fire-call
,,2268,Platformer||Puzzle,,,,,Heatwave Antarctica,3,Flash,,,,Prototype,2D||antarctica||heatwave||ice||melt||ozone-hole||Pixel Art||Puzzle-Platformer,https://havana24.itch.io/heatwave-antarctica
,,228,Puzzle,,,,,Juice Juice,3,Windows,"Name your own price,Name your own price",,42 MB,In development,Cute||renpy||Short,https://puzzle-deluxe.itch.io/juice-juice
,,1093,Puzzle||Platformer,,,,,Pippin' HOT Delivery,4,Windows,"Name your own price,Name your own price",,27 MB,Prototype,2D||Pixel Art||Puzzle-Platformer||Singleplayer,https://thanielpin.itch.io/pippin-hot-delivery
,,1329,Action||Adventure||Platformer||Shooter,,,,,Heatwavy,2,Windows,"Name your own price,Name your own price",,23 MB,Released,2D||sprites||Unity,https://neatgames.itch.io/heatwavy
,,1762,Strategy,,,,GameMaker: Studio||Audacity,Beat 'em Up!,2,Windows||HTML5,,,2 MB,Released,GameMaker||Pixel Art||Procedural Generation||Singleplayer||Turn-based,https://atemly-games.itch.io/beatemup
,,897,Platformer,,,,,Bloopy & Droopy,5,Windows,,,10 MB,In development,8-Bit||Aliens||Dreams||dreamveloper||Game Boy||gosu||jackpot||Retro||ruby,https://dreamveloper.itch.io/bloopy-and-droopy
,,1386,Puzzle,,,,,The Coolest Path,3,Windows||HTML5,,,134 MB,Released,Low-poly||Unreal Engine,https://viktorwii.itch.io/thecoolestpath
,,542,Strategy||Action||Simulation||Survival,,,,Unity,Global Warming,1,Windows||macOS||HTML5,,,26 MB||26 MB,Released,2D||Arcade||Casual||Sci-fi||Short||Space||Unity,https://batjak03.itch.io/globalwarming
,,1576,Platformer,,,,GameMaker: Studio,Hecklimber,4,Windows,,,10 MB,Prototype,2D||2d-platformer||Game Jam||GameMaker||gamemakerstoolkit||gmtkgamejam||indie,https://stargardengames.itch.io/hecklimber
,,583,Platformer,,,,GameMaker: Studio,Kugelhagel,1,HTML5,,,,Released,2D||8-Bit||gmtk_jam||Short,https://melonai.itch.io/kugelhagel
One button,A few minutes,791,Platformer,Mouse||Touchscreen,,,,Bunwell,2,Windows,"Name your own price,Name your own price",,46 MB||22 MB||46 MB,Released,Mouse only||Physics||Puzzle-Platformer||Stealth,https://richardulz.itch.io/bunwell
,,276,,,,,,KEYGEON,1,Windows||Linux,"Name your own price,Name your own price",,2 MB||1 MB,Released,2D||Arcade||blocks||one-hit-kill||Sandbox,https://omrii.itch.io/keygeon
,A few minutes,848,Card Game,Mouse,,,Unity,Heatwave,4,HTML5,,,,Released,2D||Board Game||Singleplayer||Turn-based||Turn-based Strategy||Unity,https://gameslee.itch.io/heatwave
,A few minutes,553,Puzzle,,,,Unity||Blender||Adobe Photoshop,Heatwave Rumba!,1,Windows||macOS,,,44 MB||63 MB,Released,3D||building||heatwave,https://tr1boon.itch.io/heatwave-rumba
,A few minutes,256,Simulation||Shooter||Strategy,Mouse,English,,GameMaker: Studio,Summer Capitalism,3,Windows,,,20 MB,Prototype,2D||Casual||clicker||High Score||Pixel Art||Point & Click||Singleplayer,https://riccardocantoon.itch.io/summer-capitalist
,A few seconds,2542,Platformer,Keyboard||Gamepad (any),English,,GameMaker: Studio||Aseprite||Adobe Photoshop,Jag's Journey - Frozen Fire,6,Windows,,,14 MB,Prototype,8-Bit||Action-Adventure||Pixel Art||Singleplayer,https://gkorn.itch.io/jaggs-journey-frozen-fire
,,3500,Simulation,,,,,Juicy Jellies!,3,Windows||macOS,,,37 MB||37 MB,In development,2D||Arcade||Casual||Cute||Fantasy||Singleplayer||Unity,https://wyldfire.itch.io/juicyjellies
,,3083,Action,,,,GameMaker: Studio,B'loon Blast,5,Windows||HTML5,,,9 MB,Released,,https://justinooncx.itch.io/bloon-blast
,,667,Action||Strategy,,,,,OVERHEAT,4,Windows||macOS,"Name your own price,Name your own price",,23 MB||22 MB,Prototype,3D||Cute||Game Jam||Low-poly||Relaxing||Singleplayer||Third Person||Unity,https://karteczqa.itch.io/overheat
,,247,Platformer,,,,,Ice Cream Game,2,Windows||macOS||Linux,"Name your own price,Name your own price",,17 MB||14 MB||17 MB,Released,,https://galomortal.itch.io/ice-cream-game
,,2974,Action||Puzzle,,,,,Firestarter: A Burn It Up Arcade Game,7,Windows||macOS||Linux,"Name your own price,Name your own price",,25 MB||33 MB||31 MB,Released,3D||Arcade||Destruction||fire||free||Game Jam||Low-poly||Point & Click||Singleplayer,https://birdmaskstudio.itch.io/firestarter
,,305,,,,,,LSD: Lost Sandy Desert,3,Windows,,,505 MB,Released,Atmospheric||Colorful||Experimental||Exploration||Funny||psychedelic||Sci-fi||Surreal||weird,https://doc-ill.itch.io/lsd-lost-sandy-desert
,,1366,,,,,,Orbital Punch,4,,,,21 MB,Released,,https://indepth-gaming.itch.io/orbital-punch
,,1877,Platformer||Adventure,,,,,Desert Delivery,2,,"Name your own price,Name your own price",,5 MB,Released,2D||Action-Adventure||Hand-drawn||jumping||My First Game Jam||pizza-delivery||Runner||Singleplayer,https://stealthninjax.itch.io/desert-delivery
,,761,Action,,,,,Boomballoon,4,Windows||macOS,,,15 MB||18 MB,Released,cats||competitive||Cute||Funny||Game Jam||Local multiplayer||Pirates,https://smurphy.itch.io/boomballoon
Subtitles||Configurable controls||Interactive tutorial,A few minutes,1445,Survival,Keyboard,English,,Unity||Blender,SimonJi,4,Windows||HTML5,,,58 MB,Released,3D||memory||simon,https://helluys.itch.io/simonji
Configurable controls,A few minutes,515,Puzzle,Keyboard,English||French,,Godot,Escape Space,3,Windows||macOS||Linux,,,24 MB||24 MB||29 MB||28 MB||32 MB||25 MB,Released,2D||Breakout||pinball||pong||Top-Down,https://calinou.itch.io/escape-space
,,2940,Action,,,,,Rainstone,5,Windows,"Name your own price,Name your own price",,799 MB,Prototype,3D||Action-Adventure||Fantasy||Game Jam||Narrative||Story Rich,https://stefanlorre.itch.io/rainstone
,,851,,,,,,Cocktail Heat,4,Windows,,,23 MB,Released,2D||Pixel Art,https://holygriefer.itch.io/cocktail-heat
,,2185,Action||Shooter,,,,Construct,Bad Juju,3,HTML5,,,,Released,Dungeon Crawler||Game Maker's Toolkit Jam||juice||juju||Pixel Art||Retro||slow-motion||Top-Down||Top down shooter,https://sean-noonan.itch.io/bad-juju
,A few minutes,1819,Simulation,Keyboard,English,,LÖVE||Aseprite||Tiled||Bosca Ceoil||Sublime Text,Hybrid Power,2,Windows,"Name your own price,Name your own price",,8 MB,Released,Farming||hybrid||LÖVE||Pixel Art,https://bigaston.itch.io/hybrid-power
,,950,Platformer,,,,,Switchero,5,Windows||macOS||Linux,,,37 MB||250 MB||37 MB,Released,,https://rawrnard.itch.io/switchero
,A few minutes,329,Puzzle,Keyboard,English,,Phaser||PixiJS,LETTRIS,1,HTML5,,,,In development,blocks||letters||scrabble||Tetris||word,https://bamsarker.itch.io/lettris
,About a half-hour,928,Platformer||Survival,Keyboard||Mouse,English,,LÖVE||Aseprite,Planet Overgamma Classic,5,Windows||Linux,,,4 MB,In development,2D||8-Bit||Casual||Experimental||Pixel Art||Retro||Sci-fi||Singleplayer||Space,https://lqdev.itch.io/planet-overgamma-classic
,,287,,,,,Rust,Hybrid Chess,1,HTML5,,,,Released,Chess||GitHub,https://m12y.itch.io/hybrid-chess
,About a half-hour,3025,Adventure,Mouse,English,,Godot,Machinaria,4,Windows||macOS||Linux||HTML5,Name your own price,,182 MB||48 MB||62 MB||53 MB||68 MB||54 MB,In development,Experimental||GitHub,https://mapedorr.itch.io/machinaria
,,3075,Fighting,,,,,Blow The Shark Down,5,Windows,"Name your own price,Name your own price",,82 MB,In development,3D||brawler||githubgameoff||Local multiplayer||pc||Turn-based||Unity,https://nickyfot.itch.io/blow-the-shark-down
,About a half-hour,1160,Strategy,Keyboard||Mouse,English,,LÖVE,Bloboratory,3,Windows||macOS||Linux,,,28 MB||24 MB||39 MB||24 MB,Released,2D||choose-enemies||LÖVE||Pixel Art||Short||Tower Defense||upgrades,https://sundowns.itch.io/bloboratory
,,4049,Shooter,,,,Phaser,Kontroller,1,HTML5,,,,Released,2D||Arcade||Experimental||Singleplayer||Space,https://maxnatchanon.itch.io/kontroller
,,459,Platformer,,,,,Caveman Jam,3,Windows||Linux,,,16 MB||15 MB,Prototype,2D||cavemen||Puzzle-Platformer,https://linuxkid21.itch.io/caveman-jam
,,931,Action||Fighting,,,,Godot,Knights Skydiving Once,5,Windows||macOS||Linux||HTML5,,,62 MB||67 MB||81 MB||68 MB,In development,2D||chiptune||Flight||Medieval||Perma Death||Swords,https://johnmeadow.itch.io/knight-skydiving-once
,A few seconds,749,Puzzle,Keyboard,English,,,LemRunner,3,Windows||macOS||Linux,"Name your own price,Name your own price",,3 MB||2 MB||2 MB,In development,,https://cs2dsb.itch.io/lemrunner
,,642,Puzzle||Platformer,,,,,Platris,3,Windows,"Name your own price,Name your own price",,18 MB,In development,2D||Arcade||hybrid||Tetris,https://dexterdave97.itch.io/platris
,,443,Survival,,,,,Sperm Sprinter,3,Windows,"Name your own price,Name your own price",,16 MB,Prototype,2D||Arcade||gameoffjam||godot-engine||hybrid||hyper-casual||jam||vector,https://klausdell.itch.io/sperm-sprinter
,,1390,Puzzle,,,,Unity,Monster Paint Store,5,HTML5,,,,Released,Casual||Colorful||Cute||Unity,https://yanjingzz.itch.io/monster-paint-store
,,955,Adventure,,,,GameMaker: Studio,Legend of Xenia 2,3,Windows,"Name your own price,Name your own price",,6 MB,In development,16-bit||chiptune||Dungeon Crawler||Female Protagonist||Game Jam||GameMaker||LOWREZJAM||Pixel Art||Top Down Adventure||zelda,https://baku.itch.io/legend-of-xenia-2
,,725,Simulation,,,,Unity,"RELOAD (Quickly, Now)",6,HTML5,,,,Released,clicker||gun||Pixel Art||Procedural Generation||simple||weird,https://demmy.itch.io/reload
,A few minutes,3779,Shooter||Strategy,,English,,Unity||Blender||Bosca Ceoil||MagicaVoxel,Eco Fighter,5,Windows||macOS||Linux,,,52 MB||50 MB||55 MB||54 MB||54 MB,In development,Low-poly||Management||Third-Person Shooter||Voxel,https://ofpiyush.itch.io/ecofighter
,,377,Platformer,,,,,Falling Through Code,1,HTML5,,,,Prototype,2D||Side Scroller||Singleplayer||sourcecode,https://sergiubucur.itch.io/falling-through-code
,A few minutes,1208,Platformer,Keyboard,English,,GameMaker: Studio,Tea Tastes Better on the Moon,5,Windows,,,44 MB,Released,Action-Adventure||Aliens||friendlycosmonaut||GameMaker||LOWREZJAM||Pixel Art||Sci-fi||Side Scroller,https://friendlycosmonaut.itch.io/tea-tastes-better-on-the-moon
,,2110,,,,,,Ping Pong Jam [LOWREZ 2017],4,Windows||Android,,,11 MB||3 MB,In development,,https://winterdrake.itch.io/ping-pong-jam
,A few minutes,3470,Action,Keyboard||Mouse||Xbox controller,English,,GameMaker: Studio||Aseprite,PLSMGN!,3,Windows||HTML5,Name your own price,,6 MB,Released,lo-rez||Twin Stick Shooter,https://yuigoto.itch.io/plsmgn
,,2181,Action,,,,,Petite Ombre - unfinished,3,Windows,,,85 MB,Released,Action RPG,https://kwisarts.itch.io/petite-ombre
