jam_criteria,jam_end_date,jam_host,jam_name,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url
Overall||Staying on THEME||Keeping it simple||Making a 2D Game||Least lines of code,2016-07-26 03:59:59,mccrafter1212,End of Summer Game Jam,2,0,1,2016-07-13 04:00:00,https://www.itch.io/jam/esgj
,2017-04-02 22:59:59,PDGameJam,"Pembroke Dock Beer Jam (Wales, UK)",2,0,2,2017-03-25 10:00:00,https://www.itch.io/jam/pdbeerjam-mar25
,2017-04-18 19:00:00,HappyHavok,Pinky Jam 2!,2,0,1,2017-04-11 19:00:00,https://www.itch.io/jam/pinky-jam-2
,2019-03-19 00:00:00,PresidentAFK,Tabletop Jam,2,0,1,2019-03-18 00:00:00,https://www.itch.io/jam/tabletop-jam
Must be educational with accurate information||Wars that need to be included: World War 1 - World War 2 - Future War(s)||How fun is the game?||Answering the questions in the description (not all of them),2018-09-09 07:00:00,Boss Studios,Educational Games (technology and war),2,0,1,2018-09-02 07:00:00,https://www.itch.io/jam/educational-games-technologyaffectingwars
,2019-03-21 04:00:00,ShainaSenpaii,What's Trending Gamejam,2,0,1,2019-03-04 10:00:00,https://www.itch.io/jam/whats-trending-gamejam
,2019-02-26 01:00:00,RipplePoint,MAKE GAME OR KRAWG SQUASH!!,2,0,2,2019-02-15 05:00:00,https://www.itch.io/jam/make-game-or-krawg-squash
Overall,2019-06-23 23:00:00,John Retroreloader @ Return learn games,Justice JAM - Cops,2,0,2,2019-05-26 23:00:00,https://www.itch.io/jam/justice-jam-cops
How good/engrossing was the game||How well ascii art was implemented into the game,2018-02-01 04:59:59,MeschDog171,ASCII Art Game Jam,2,0,1,2018-01-16 01:27:16,https://www.itch.io/jam/ascii-art-game-jam
,2019-04-19 22:00:00,La_Belle_Games,Mange ta ville,2,0,2,2019-04-17 22:00:00,https://www.itch.io/jam/mange-ta-ville
,2018-08-30 03:00:00,Putex,Brazillian Journey JAM,2,0,1,2018-08-20 03:00:00,https://www.itch.io/jam/brazillian-journey-jam
,2016-02-03 14:00:00,parityb1t,Spectacle,2,0,2,2016-01-13 14:00:00,https://www.itch.io/jam/spectacle
,2019-10-27 19:00:00,PrettyCoolGuy,Pretty Cool Jam #1,2,0,3,2019-10-25 19:00:00,https://www.itch.io/jam/pretty-cool-jam-1
,2018-02-25 17:00:00,Gabriel Naves,The Sunday Game Jam 9,2,0,2,2018-02-24 14:00:00,https://www.itch.io/jam/the-sunday-game-jam-9
Overall||Word Game-iness||Originality||Fun,2016-03-01 04:59:59,Lefane,Word Jam,2,0,2,2016-02-01 05:00:00,https://www.itch.io/jam/word-jam
,2019-06-21 23:00:00,dmdemoura,Geleia Jam 30 horas - Junho,2,0,2,2019-06-20 15:30:00,https://www.itch.io/jam/geleiajam-junho
,2016-07-10 07:29:59,Fanttum,Game Jam Done Quick,2,0,0,2016-07-03 16:00:00,https://www.itch.io/jam/game-jam-done-quick
,2018-12-25 12:59:59,Paper And Games,Offical Paper And Games Christmas Jam 2018,2,0,1,2018-12-11 20:00:00,https://www.itch.io/jam/offical-paper-and-games-christmas-jam
,2019-08-18 07:00:00,hittiebelle,30-50 Feral Tatterpigs,2,0,1,2019-08-12 07:00:00,https://www.itch.io/jam/30-50-feral-tatterpigs
Overall||Fun||Graphics||Sound/Music||Controls/Gameplay||Overall,2015-06-17 16:00:00,rd124p77,What Ever Floats Your Boat Jam,2,2,2,2015-06-14 16:00:00,https://www.itch.io/jam/what-floats-your-boat-jam
,2018-07-28 04:00:00,Whereskunaldo,Level Up Academy - Summer 2018 - Classic Jam,2,0,6,2018-07-27 04:00:00,https://www.itch.io/jam/luasummerjam2018
,2016-10-16 22:00:00,The Guild of Independent Game Developers,The Horror Jam,2,0,1,2016-10-14 22:00:00,https://www.itch.io/jam/the-horror-jam-2016
,2018-07-09 21:59:59,toadheart,Fabio Jam,2,0,1,2018-07-06 22:00:01,https://www.itch.io/jam/fabio-jam
Fun||Accessibility,2019-07-31 22:00:00,MrTek,Construct 2Gether! [Wario ware style] #1,2,0,1,2019-06-30 22:00:00,https://www.itch.io/jam/construct-2gether
Overall||Fun Factor||Potential,2019-03-30 04:00:00,Nicoli,Improvement Movement Game Jam 2,2,0,2,2019-03-15 04:00:00,https://www.itch.io/jam/imgj2
Overall||Pixel Art||Sound||Gameplay||Idea,2019-08-10 15:40:00,DDMPlayer,NES Game Jam 2,2,0,1,2019-08-03 15:40:00,https://www.itch.io/jam/nes-jam-thingy
Overall,2015-12-31 23:00:00,Astucia,Yo no olvido el año viejo,2,0,2,2015-12-26 06:00:00,https://www.itch.io/jam/ciao2015
,2018-04-09 04:00:00,Way2Smart,Colors (Side Bitsy Jam),3,0,1,2018-04-02 04:00:00,https://www.itch.io/jam/colors-side-bitsy-jam
"Overall||""Sporty-ness""||Absurdity||Gameplay||Creativity||Graphics",2015-12-03 05:00:00,IWantMyRevolver,Unsport Jam,2,0,1,2015-12-01 05:00:00,https://www.itch.io/jam/unsport-jam
Gameplay||Separate Identity from Source Game,2019-08-18 04:00:00,CloudMcFox117,Uniquely Similar Jam,3,1,1,2019-08-11 04:00:00,https://www.itch.io/jam/uniquely-similar-jam
Czy jest na temat?||Grafika||Muzyka||Kreatywność,2019-08-21 12:00:00,RecoStudio,Polish GameJam #2,3,2,1,2019-08-18 06:40:00,https://www.itch.io/jam/polish-gamejam-2
"Overall||Overall, how Alternative?||Graphics||Sound / Music||Gameplay||Immersion||Story||Emotion",2015-05-25 07:00:00,ambercoal,#ALTJAM,3,3,2,2015-05-15 07:00:00,https://www.itch.io/jam/altjam
Overall,2019-05-20 05:00:00,IndieTimSharp,Meta Jam 2019,3,0,0,2019-04-29 17:06:18,https://www.itch.io/jam/meta-jam-2019
Gameplay||Art||Originality,2019-08-23 04:00:00,Greyt Games,Gdevelop Jam,3,0,1,2019-08-09 04:00:00,https://www.itch.io/jam/gdevelop-jam2
,2019-10-21 22:00:00,StoneStoryRPG||standardcombo,StoneJam,3,0,5,2019-10-15 22:26:04,https://www.itch.io/jam/stonejam
Gameplay||Arte||Som||Apresentação||Documentação,2019-06-30 03:00:00,Frontin Ludens,Frontin Ludens 2016,3,0,5,2016-03-07 03:00:00,https://www.itch.io/jam/frontinludens2016
Overall||Originalité||Gameplay||Qualité graphique||Respect du thème,2017-12-27 18:00:00,caillef,Blog CDJV Jam #1,3,5,2,2017-12-22 18:00:00,https://www.itch.io/jam/blog-cdjv-jam-1
Art Style||Environment,2017-12-31 06:00:00,Diverman Gecko,Low-Poly Christmas Jam,3,2,2,2017-12-24 06:00:00,https://www.itch.io/jam/lowpolyjam
Overall||Ambient||Story||Gameplay,2017-08-30 22:00:00,CasteSoftworks,Raycast Summer Jam,3,0,1,2017-05-17 22:00:00,https://www.itch.io/jam/raycast-summer-jam
how you enjoyed playing it||hacking themed||the look and feel||intrest||realism,2017-10-30 13:00:00,Codexing,hacking jam,3,1,1,2017-10-22 13:00:00,https://www.itch.io/jam/hacking-jam
Overall||Does the game follow the theme?||Is the game playable?||Was it submitted on time?||Is there an achievable goal?||Most unique idea?||Most fun to play?||Best art appeal?||Does music match gameplay?||Most unique mechanic?,2019-10-06 06:00:00,Jajav33,OC Tilted Game Jam 16,3,0,2,2019-09-28 18:00:00,https://www.itch.io/jam/oc-tilted-game-jam-16
Overall||Creativity||Fun||Perception of topic,2017-10-28 22:00:00,Nighteye424,Tycoon Game Jam,3,1,0,2017-10-10 22:45:00,https://www.itch.io/jam/tycoon-jam
,2016-05-02 01:00:00,Scorpio,BL Jam,3,0,1,2015-12-21 18:00:00,https://www.itch.io/jam/bl-jam
Overall||Creativity and Design||Innovation||Music||UI||Graphics,2018-02-01 18:30:00,ISOLATION MEDIA,Get a PAID asset_JAM #1,3,4,2,2018-01-26 18:30:00,https://www.itch.io/jam/get-a-paid-asset-jam-1
Overall||Graphics||Music||Overall quality||Enjoyment||Gameplay,2018-02-04 23:00:00,Sygmei,Jam-bon,3,1,2,2018-02-02 23:00:00,https://www.itch.io/jam/jambon
,2016-02-01 00:00:00,AngryDinosaur,ZX Sequel Jam,3,0,2,2015-12-03 00:00:00,https://www.itch.io/jam/zx-sequel-jam
,2018-02-28 00:00:00,Game Dev McGill,Game Jam Monthly - February 2018,3,0,2,2018-01-30 17:00:00,https://www.itch.io/jam/game-jam-monthly-3
The Idea of the Game. ( Is it unique?)||Dose it follow the theme?||The effort||Write Down everything that you use.,2019-08-05 05:00:00,Maximum Game Studios,Jelly's Game Jam,3,0,1,2019-07-31 05:00:00,https://www.itch.io/jam/jelly-game-jam
,2019-05-26 23:00:00,AbnerSantos,24hrs Jam! - Geleia Edition,3,0,2,2019-05-25 22:00:00,https://www.itch.io/jam/24hrs-jam-geleia-edition
,2018-03-26 03:00:00,CCDJuegos,"Mermelada de juegos de mesa, rol y cartas",3,0,3,2018-03-23 21:00:00,https://www.itch.io/jam/mermelada-de-juegos-de-mesa-rol-y-cartas
,2019-06-04 17:00:00,Ripityom,HEJ #5,3,0,3,2019-05-06 22:00:00,https://www.itch.io/jam/hej-5
Overall||Fun||Design||Graphics||Sound||Concept,2016-01-31 02:00:00,LunarCore Games,Platformer JAM '16,3,2,1,2016-01-20 18:26:40,https://www.itch.io/jam/platformer-jam-16
,2015-05-24 22:00:00,headchant,MUDJAM,3,0,2,2015-05-10 22:00:00,https://www.itch.io/jam/mudjam
Overall,2016-01-31 05:00:00,UltimateTeam,Global Game Jam 2016,3,0,3,2016-01-12 05:00:00,https://www.itch.io/jam/ggj
,2015-07-01 00:00:00,Quet,Woods Jam,3,0,3,2015-06-13 16:00:00,https://www.itch.io/jam/woods
,2019-10-13 17:00:00,EMS43,PCT Game Development Club's Fall Game Jam,3,0,3,2019-10-11 17:00:00,https://www.itch.io/jam/pct-game-development-clubs-fall-game-jam
,2016-09-18 21:00:00,Pumpenkarl,JamIsland @Schmiede 2016,3,0,1,2016-09-16 11:00:00,https://www.itch.io/jam/jamisland2016
Fun||Complexity/depth ratio||My opinion,2019-06-29 22:00:00,leonardo fiorini,Fighting game jam (2?),3,0,1,2019-06-22 22:00:00,https://www.itch.io/jam/fighting-game-jam-2
Game||Design||Idea,2019-10-17 15:00:00,sep333,Unity Europe,3,0,1,2019-10-05 22:00:00,https://www.itch.io/jam/unity-europe
Overall,2015-12-15 09:00:00,ArtyomIsFlash,3D to 2D Jam 2015,3,0,1,2015-11-30 21:00:00,https://www.itch.io/jam/3d-to-2d-jam_2015
,2018-05-13 14:59:59,sungkukshawnpark,일주일에 게임 하나 만들기(Game A Week) 1805[01],3,0,1,2018-05-06 15:00:00,https://www.itch.io/jam/game-a-week-180501
,2016-12-21 23:00:00,gameimpact,Impact Jam PK,3,0,4,2016-12-01 23:00:00,https://www.itch.io/jam/impactjampk
Uses background maker||Creativity||Playability||Fun||Talent,2018-03-30 14:00:00,Nighteye424,Background Maker Jam!,3,0,1,2018-03-06 19:00:00,https://www.itch.io/jam/background-maker-jam
,2016-04-25 00:00:00,The Guild of Independent Game Developers,The Co-op Jam,3,0,1,2016-04-22 23:00:00,https://www.itch.io/jam/the-co-op-jam
Overall,2015-07-05 03:59:59,JenniBee,Jam for Gay Marriage,3,0,2,2015-06-26 04:00:00,https://www.itch.io/jam/jam-for-gay-marriage
,2018-07-31 01:00:00,Unique-Un-Original,Old software,3,0,1,2018-06-22 23:00:00,https://www.itch.io/jam/old-software
Overall||Fun to Play - The game appealed to you and you found yourself enjoying the gameplay||Polished - How bug & glitch free the game is||Gameplay - Is the gameplay unique and interested?,2016-11-01 01:00:00,Xenotrope Games,StormJam,3,0,2,2016-10-29 01:00:00,https://www.itch.io/jam/stormjam
Overall,2018-04-27 22:00:00,krAapz,Unity Pixel platformer,3,0,1,2018-04-11 22:00:00,https://www.itch.io/jam/unitu547
Graphics||Gameplay,2019-06-08 22:00:00,BOTVladimir,PaintJam 2,3,0,2,2019-06-08 08:00:00,https://www.itch.io/jam/paint-jam-2
More than 3 sports||Enjoyable||Demo||Graphical Continuity,2018-05-02 19:25:30,Tedcombobulate,The Office Games: The Video Game! (Jam),3,2,1,2018-04-21 20:34:59,https://www.itch.io/jam/office-olympics
Overall,2016-12-22 23:00:00,SpeedRider,Cube OS Developer Jam,3,0,1,2016-12-16 23:00:00,https://www.itch.io/jam/cube-os-developer
Overall||Originality||Difficulty||Overall fun||Graphics,2016-06-07 22:58:28,bloobchube,PuzzlerJam,3,0,1,2016-05-31 22:58:43,https://www.itch.io/jam/puzzlerjam
,2017-06-10 18:00:00,Jóhannes G. Þorsteinsson,Isolation Game Jam 2017,3,0,2,2017-06-08 18:00:00,https://www.itch.io/jam/isolation-game-jam-2017
Creativity,2018-06-13 07:00:00,Miapata,Mystery Jam,3,1,3,2018-06-10 03:00:00,https://www.itch.io/jam/maze
Overall,2017-04-22 17:55:00,Kerneltt,Uni Game Jam 2017  EPIC,3,0,2,2017-04-21 18:00:00,https://www.itch.io/jam/uni-game-jam-2017-epic
Entertainment||Playability||Game Design,2018-08-09 19:00:00,MintyCMS,GumballJam,3,0,1,2018-06-16 19:00:00,https://www.itch.io/jam/gumballjam
,2018-12-02 07:59:59,csufvgdc,Winter WonderJam,3,0,2,2018-12-01 18:00:00,https://www.itch.io/jam/winter-wonderjam
Follows theme||Fun||Visuals||Audio,2018-07-30 22:00:00,Centuria game dev,Casino,3,0,1,2018-06-30 22:00:00,https://www.itch.io/jam/casino
Gameplay||Graphics||Originality||Difficulty,2017-09-08 22:00:00,Wyzro,P-u-z-z-l-e Game Jam,3,0,1,2017-09-03 22:00:00,https://www.itch.io/jam/puzzlajamgame
idea||gameplay||your rate for this game,2018-10-30 23:00:00,amine.rambo,arabic devjam,3,1,1,2018-10-23 23:00:00,https://www.itch.io/jam/arabic-jam
Overall,2016-02-06 23:00:00,gdgsxb,Global Game Jam Strasbourg 2016,3,0,3,2016-01-28 23:00:00,https://www.itch.io/jam/global-game-jam-strasbourg-2016
Length||Gameplay||Level Design||Originality,2018-07-30 16:00:00,PencyGMD,1 Color game jam,3,0,1,2018-07-23 16:00:00,https://www.itch.io/jam/1-color
,2017-04-16 05:00:00,Harry,PuzzleScript Jam,3,0,2,2017-04-09 20:00:00,https://www.itch.io/jam/puzzlescript-jam
,2019-04-15 05:59:00,triOS,Weekend Prototype Challenge 04,3,0,0,2019-04-13 02:00:00,https://www.itch.io/jam/weekend-prototype-challenge-04
Delivering the Theme||Difficulty||Gameplay||Art Direction,2018-08-25 08:00:00,Peppermint Games,UnCooperative Jam,3,0,2,2018-07-25 08:00:00,https://www.itch.io/jam/uncooperative-jam
,2018-10-28 04:00:00,Knives,W3 Game Jam (y18w43),3,0,1,2018-10-21 04:00:00,https://www.itch.io/jam/w3-game-jam-y18w43
Overall||originality (do not steal)||authenticity||radness||knuckles,2016-01-01 23:59:59,Rachel Kaye,SONIC OC JAM,3,5,2,2015-11-02 00:00:00,https://www.itch.io/jam/sonic-original-character-jam
Overall||Creativity||aesthetics,2017-05-31 11:00:00,LucasRAB,me and ted jammy,3,0,1,2017-05-30 11:00:00,https://www.itch.io/jam/me-and-ted-jammy
Gameplay||Mood||Art||Audio,2018-08-26 01:00:00,Pypranav,Four Hour Game Jam!,3,0,2,2018-08-25 14:00:00,https://www.itch.io/jam/four-hour-game-jam
Gameplay||Theme,2018-09-15 07:00:00,JustAnotherStudio,StickFightGameJam,3,0,1,2018-09-01 07:00:00,https://www.itch.io/jam/stickfightgamejam
Voted on by public,2018-08-21 23:00:00,Jammymonkey,Rustic Jam!,3,1,1,2018-08-01 23:00:00,https://www.itch.io/jam/rustic-jam
,2019-09-23 23:00:00,Le Von,BoGD2023 weekly jam #0,3,0,1,2019-09-16 23:00:00,https://www.itch.io/jam/bogd2023-0
,2019-01-27 15:00:00,cedric-cf,Jam des Volcans,3,0,0,2019-01-25 17:00:00,https://www.itch.io/jam/jam-des-volcans
,2018-11-09 23:59:59,JestyJam,Solent Spooky Jam,3,0,3,2018-10-31 00:00:00,https://www.itch.io/jam/solent-spooky-jam
,2015-07-26 19:00:00,cevikarda||yildirimcagdas,1st Local Multiplayer Game Jam Istanbul,3,0,3,2015-07-25 07:00:00,https://www.itch.io/jam/1st-local-multiplayer-game-jam-istanbul
,2015-09-01 22:00:00,Maven Youth,2015 Queer Youth Game Jam,3,0,3,2015-06-25 13:00:00,https://www.itch.io/jam/2015-maven
Gameplay||Arte||Som||Apresentação||Documentação,2019-06-30 03:00:00,Frontin Ludens,Frontin Ludens 2017,3,0,6,2017-03-09 03:00:00,https://www.itch.io/jam/frontinludens2017
Overall,2018-09-15 21:00:00,JTSenneker,Fragfest Fall Jam 2018,3,0,1,2018-09-14 21:00:00,https://www.itch.io/jam/fragfest-fall-jam-2018
Submissions,2019-05-23 16:00:00,RealNerdGamer,30 Seconds,3,1,1,2019-05-16 16:00:00,https://www.itch.io/jam/30secrealnerdgamerjam1
,2015-03-11 07:00:00,kenosanpablo,CPP Quarterly Game Jam Winter 2015,3,0,3,2015-02-24 15:39:38,https://www.itch.io/jam/cppwinter2015
Overall||Overall||Gameplay||Graphics||Sound||Music,2017-09-30 22:00:00,kreibich,Tunneler Remake Jam,3,0,1,2017-09-16 22:00:00,https://www.itch.io/jam/tunneler-remake-jam
Overall||Gameplay||Story-telling||Stability,2018-11-24 04:59:59,Maowcraft,BAM! Batch Jam,3,1,2,2018-11-21 17:00:00,https://www.itch.io/jam/bam-batch-jam
,2019-09-22 17:00:00,Aula Arcade,Aula Arcade Jam 8,3,0,2,2019-09-20 16:00:00,https://www.itch.io/jam/aula-arcade-jam-8
,2015-05-24 12:00:00,Grailas,JailJam 2015,3,0,3,2015-05-24 08:00:00,https://www.itch.io/jam/jailjam2015
,2019-01-08 05:00:00,TheCrafters001,Windows Jam,3,0,1,2019-01-02 01:32:10,https://www.itch.io/jam/windows-jam
,2019-02-10 23:00:00,Ripityom,HEJ #1,3,0,3,2018-12-31 23:00:00,https://www.itch.io/jam/hej-01
,2019-01-25 01:00:00,Game Dev McGill,Game Jam Monthly - January 2019,3,0,1,2018-12-24 16:20:51,https://www.itch.io/jam/game-jam-monthly-january-2019
Overall,2018-10-24 08:00:00,Homa Games,Homa Games Monthly Game Jam,3,0,1,2018-10-17 08:00:00,https://www.itch.io/jam/hg-monthly-jam
Overall,2018-11-03 20:00:00,Fuzzyundies,UL Game Jam 2018,3,0,2,2018-11-03 09:00:00,https://www.itch.io/jam/ul-game-jam-2018
,2019-05-05 09:00:00,gamejam4weekend,Game Jam 4 Weekend #11,3,0,2,2019-05-03 12:00:00,https://www.itch.io/jam/gj4w11
,2019-01-28 11:00:00,ilia_kole,Super Short 2 Day Jam,3,0,2,2019-01-25 18:00:00,https://www.itch.io/jam/super-short-2-day-jam
,2019-05-08 17:00:00,Ripityom,HEJ #4,3,0,1,2019-03-31 22:00:00,https://www.itch.io/jam/hej-4
Overall||Originality||Awesomeness||Fun,2014-09-09 21:59:59,Davidobot,LÖVE-Jam 2,3,2,3,2014-09-03 22:00:00,https://www.itch.io/jam/love-jam-2
,2019-02-06 05:00:00,lolawl2,Retro Adventure Jam,3,0,2,2019-02-04 22:05:00,https://www.itch.io/jam/retro-adventure-jam
,2019-05-12 16:00:00,Sigrid.D,48LezGameJam#1,3,0,2,2019-05-10 16:00:00,https://www.itch.io/jam/48lezgamejam1
Overall||Is this game Fun?||Does this game look good?||Is this game creative?||Is the gameplay good?,2014-06-30 03:30:00,Tofutart,Little People Game Jam,3,4,3,2014-06-28 02:00:00,https://www.itch.io/jam/little-people-game-jam
If there's at least two bunnies||if it involves something LGBTQ related||The quality of the game,2019-01-01 04:59:59,JonesTheHybrid,The bunnies are comming,3,0,1,2018-11-29 18:33:00,https://www.itch.io/jam/the-bunnies-are-comming
,2017-12-16 16:00:00,UT Game Dev,Game Jam UT Game Dev A17,3,0,1,2017-11-16 16:00:00,https://www.itch.io/jam/game-jam-ut-game-dev-a17
,2016-09-29 16:00:00,GameAWeek,"Game A Week 6 ""Guardian""",3,0,2,2016-09-22 16:00:00,https://www.itch.io/jam/game-a-week-06
Which game is the best?,2015-05-12 04:00:00,zaktius,St. Thomas Triangle Jam,3,2,3,2015-05-09 16:00:00,https://www.itch.io/jam/ust-triangle-jam
"Overall||KFC / Chicken||playable on stream, no boobies or vags",2015-06-11 22:00:00,datguyseathus,THE SEATHUS KFC CHICKEN JAM,3,4,3,2015-05-27 22:00:00,https://www.itch.io/jam/the-seathus-kfc-chicken-jam
,2018-06-11 16:00:00,t嘎,Privacy Policy Jam,4,0,1,2018-06-10 16:00:00,https://www.itch.io/jam/privacy-policy-jam
,2018-05-21 21:59:59,Hitbox Makers,Hitbox's DreamHack LiveJam 2018,4,0,3,2018-05-18 22:00:00,https://www.itch.io/jam/dreamhack-livejam-2018
,2017-02-03 23:59:59,PDGameJam,"Pembroke Dock Mini Jam (Wales, UK)",4,0,2,2017-01-28 10:00:00,https://www.itch.io/jam/pdminijam-jan17
,2019-01-28 08:00:00,Zolaire,The Home Jam,4,0,1,2019-01-26 06:00:00,https://www.itch.io/jam/the-home-jam
,2017-10-16 04:00:00,RPI Game Dev Club,October 1st Game Jam-Scramble,4,0,3,2017-10-02 04:38:27,https://www.itch.io/jam/october-1st-game-jam
,2015-08-21 18:30:00,Mithun,Sticky Note Jam,4,0,2,2015-08-15 05:30:00,https://www.itch.io/jam/sticky-note-jam
,2019-03-11 05:00:00,csufvgdc,March of the Devs: 24-Hour Game Jam,4,0,3,2019-03-09 18:00:00,https://www.itch.io/jam/march-of-the-devs
Overall||Relevance to the theme||Creativity||Execution||Gameplay||Prevalence of bugs,2016-05-23 01:00:00,Bossmann,SlamJam 1,3,1,1,2016-05-21 00:00:00,https://www.itch.io/jam/slamjam1
Rule Following||Fun||How Interesting?||Retro Feel||Gameplay Feel,2019-03-02 23:59:59,andrelisboa1,Really Retro Jam no.4,3,0,1,2019-02-23 00:00:00,https://www.itch.io/jam/really-retro-jam-no4
The whole itch.io community can vote.,2018-11-16 04:00:00,Jumpier Games,PlixerJam,3,1,1,2018-11-10 08:00:00,https://www.itch.io/jam/plixerjam
Overall||Main Theme||Bonus Theme||Resourcefulness||Mood,2019-08-19 17:00:00,CalixJumio,Unfolding Jam,4,1,1,2019-08-16 17:00:00,https://www.itch.io/jam/unfolding-jam
,2019-03-19 20:00:00,Theobit,Games that really butter my egg roll,4,0,1,2019-02-19 21:00:00,https://www.itch.io/jam/games-that-butter-my-egg-roll
,2015-07-05 23:00:00,piratescarfy,Twine Mine Arms,4,0,3,2015-06-28 23:00:00,https://www.itch.io/jam/twine-mine-arms
,2019-02-28 22:00:00,Irina Ilie,🔵 The fox and mouse Jam 🍯🔵,4,0,1,2018-10-07 21:00:00,https://www.itch.io/jam/popo-shop-in-a-jar-with-jam
,2017-11-21 03:00:00,MonKna,Dr. Phil Jam,4,0,1,2017-11-11 04:00:00,https://www.itch.io/jam/dr-phil-jam
Gameplay||Controls||Programming||Graphics||Theme,2018-11-10 15:00:00,kotek900,PNGE jam - Processing No Game Engine jam #01,4,0,1,2018-11-04 15:00:00,https://www.itch.io/jam/pnge01
,2017-10-02 02:00:00,SebaSOFT!,Jam del Libro 2017,4,0,4,2017-09-29 03:00:00,https://www.itch.io/jam/jamdellibro17
,2018-07-01 04:59:00,spritewrench,JAMROCK JAM #2,4,0,1,2018-05-13 21:00:00,https://www.itch.io/jam/jamrock-jam-2
,2019-02-15 06:00:00,Balloon Co. [gaming division],The Balloon Co Reverse Exploitation Anti-Contest JAM,4,0,2,2018-12-15 06:00:00,https://www.itch.io/jam/bc20182019
Overall||Jugabilidad||Audio||Arte||Penetración en redes sociales||Uso de diversificadores,2015-07-25 21:00:00,Astucia,Game Jam de Comunidades CPMX6 Reto 48,4,0,4,2015-07-23 20:00:00,https://www.itch.io/jam/jamcomunidadescpmx6_reto_48
,2015-03-18 04:00:00,Hectate,Pi Day Jam 2015,4,0,4,2015-03-14 04:00:00,https://www.itch.io/jam/pi-day-jam-2015
,2018-11-07 21:00:00,AIE Seattle||terrehbyte,AIE's Fall Prog Jam - 2018,4,0,3,2018-11-05 17:00:00,https://www.itch.io/jam/aiefall2018
