jam_criteria,jam_end_date,jam_name,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url
Does it adhere to the theme?||Story||Art||Fun-factor||Overall Epic-ness,2019-08-02 06:59:59,Proud to be - Game Jam 2019,4,0.0,1,2019-07-08 13:00:00,https://www.itch.io/jam/proud-to-be-game-jam-2019
Overall,2018-03-04 23:00:00,MadridGameJam,4,0.0,4,2018-03-01 23:00:00,https://www.itch.io/jam/madridgamejam
Overall||marte (graficos)||defeitos sonoros (som em geral)||gemaplya (gameplay)||Criar atividade (criatividade)||ZUERA,2019-09-09 19:00:00,GameJam HueHueBr #2,4,5.0,1,2019-09-06 19:00:00,https://www.itch.io/jam/gamejamhuehuebr2
Overall||Best Art||Best Ai||Best Gameplay,2018-10-31 23:48:00,Spooktober 2K18,4,0.0,3,2018-10-17 23:00:00,https://www.itch.io/jam/spooktober
Overall||Overall||Graphics||Sound||Theme,2019-02-22 08:00:00,Rain Jam # 1,4,0.0,1,2019-02-08 08:00:00,https://www.itch.io/jam/rain-jam-1
Overall||Fitting the category sandbox.||Originality||Content,2017-05-08 06:59:59,Weekend Development Madness!,4,3.0,0,2017-05-05 22:30:00,https://www.itch.io/jam/weekend-development-madness
Overall||Complexity||Graphics||Gameplay||Unique,2018-12-24 23:00:00,The unknown jam,4,0.0,2,2018-12-21 23:00:00,https://www.itch.io/jam/the-unknown-jam
Overall||Idea||How it looks||How it feels,2018-01-07 20:59:59,Not a Game Jam,4,3.0,1,2017-12-31 21:00:00,https://www.itch.io/jam/not-a-game-jam
Overall,2015-01-16 23:00:00,4 Hour Jam #0,4,0.0,4,2015-01-15 18:00:00,https://www.itch.io/jam/4-hour-jam-0
Fun Factor||Art Style||Atmosphere||Playability,2018-05-19 17:00:00,Collectathon Madness Game Jam,4,1.0,1,2018-05-05 05:00:00,https://www.itch.io/jam/collectathon-madness
Overall,2016-02-29 06:11:11,Life Jam,4,0.0,1,2016-02-01 05:00:00,https://www.itch.io/jam/life-jam
Overall||Eccentric||Creativity||Entertaining||Visual||Audio,2019-03-18 03:59:59,Odd Weekend Game Jam 22,4,1.0,0,2019-03-15 04:00:00,https://www.itch.io/jam/odd-weekend-game-jam-22
Theme||Visuals||Sound Effects||Gameplay,2018-07-30 03:59:59,🎵SUMMER JAMS🎵 Jam,4,2.0,2,2018-07-27 04:00:00,https://www.itch.io/jam/summer-jams-jam
Overall,2017-11-20 00:00:00,Board Game Indios Verdes,4,0.0,1,2017-11-17 21:00:00,https://www.itch.io/jam/board-game-indios-verdes
Gameplay||Controls||Programming||Graphics||Theme,2018-11-10 15:00:00,PNGE jam - Processing No Game Engine jam #01,4,0.0,1,2018-11-04 15:00:00,https://www.itch.io/jam/pnge01
Overall,2019-04-14 04:00:00,Old Software Jam 2019,4,0.0,2,2019-04-01 04:00:00,https://www.itch.io/jam/old-software-jam-2019
Overall||Main Theme||Bonus Theme||Resourcefulness||Mood,2019-08-19 17:00:00,Unfolding Jam,4,1.0,1,2019-08-16 17:00:00,https://www.itch.io/jam/unfolding-jam
Overall||Gameplay||Graphics||Theme-Related||Weirdness||Audio,2019-06-13 04:00:00,Weird Dream Jam!,4,0.0,1,2019-06-04 04:00:00,https://www.itch.io/jam/dream-jam
Overall||Moddability||Fun||Graphics||Sound||Gameplay,2019-09-07 19:00:00,Unity Script Jam,4,0.0,1,2019-08-31 19:00:00,https://www.itch.io/jam/unity-script-jam
Personal enjoyment||Originality||Soundtrack||Art/Graphics||Bug and Glitch free,2017-12-27 06:00:00,48 hour game creation challenge,4,0.0,0,2017-12-25 06:00:00,https://www.itch.io/jam/48-hour-game-creation-challenge
Overall,2016-09-10 23:59:59,#24HourGameJam,4,0.0,2,2016-09-09 23:59:59,https://www.itch.io/jam/24hourgamejam
is the game animal related||is the main character an animal||is the game art created by the developers||did i enjoy this game||extra: can i play this on any computer,2017-11-11 13:00:00,the random jam,4,1.0,1,2017-11-05 13:00:00,https://www.itch.io/jam/the-rando-jam
Overall,2019-04-28 06:59:59,OC Tilted Game Jam 13,4,0.0,2,2019-04-27 18:00:00,https://www.itch.io/jam/oc-tilted-game-jam-13
Czy jest na temat?||Grafika||Muzyka||Kreatywność,2019-08-16 12:00:00,Polish GameJam #1,4,1.0,1,2019-08-13 08:00:00,https://www.itch.io/jam/polish-gamejam-1
Overall||Is the game playable?||Was the game submitted on time?||Is there an acheivale goal?||Is it the most unique idea?||Is it the most fun to play?||Does it have the best art appeal?||Does the music match the gameplay?||Is there a unique mechanic?,2019-03-18 05:19:00,OC Tilted Game Jam #12,4,0.0,3,2019-03-17 18:00:00,https://www.itch.io/jam/tilted-game-jam-12
Educational value||Fun||Gameplay||Graphics||Sound||Followed restrictions,2019-06-20 21:00:00,EduJam,4,0.0,1,2019-06-13 21:00:00,https://www.itch.io/jam/edujam
Overall||Feel of polish||Gameplay hasn't been majorly changed,2018-08-22 08:30:59,Juice Jam,4,0.0,1,2018-08-18 08:30:00,https://www.itch.io/jam/pong-juice
Overall||Toca Boca Greater||Toca Boca Awesomer||Toca Boca GOLD WINS,2016-05-31 03:00:00,Toca Boca Game Jam,4,0.0,1,2016-05-19 03:00:00,https://www.itch.io/jam/toca-boca
"General||Diversión||Afinidad al tema (""Bizarro"")||Sonido||Gráficos",2017-10-26 14:00:00,Gamejam ISIS,4,6.0,2,2017-10-23 13:00:00,https://www.itch.io/jam/gamejam-isis
Tema||Gráficos||Jugabilidad||Audio||Controles,2019-04-14 18:00:00,Nica Jam #2,4,0.0,1,2019-03-14 18:00:00,https://www.itch.io/jam/nica-jam-2
Spirit of Takeshi's Challenge||Interesting World||Difficulty,2018-12-22 15:00:00,Takeshi's Challenge Jam,4,0.0,1,2018-12-01 15:00:00,https://www.itch.io/jam/takeshis-challenge-jam
Overall||Inovação||Diversão||Tema||Gráficos||Áudio,2018-09-03 03:00:00,Make Indie Games: 2º Game Jam Educ,5,0.0,1,2018-09-01 03:00:00,https://www.itch.io/jam/game-jam-educ2
Overall||Graphics||Sound||Fun||Closeness to Theme,2018-10-29 03:00:00,9 Day Boss Rush Jam!,5,1.0,2,2018-10-19 22:00:00,https://www.itch.io/jam/9-day-boss-rush-jam
Overall||Gameplay||Creativity||Spoopy-ness,2018-10-26 02:07:07,Sandwich's Spoopy Jam Week #3,5,0.0,1,2018-10-18 14:07:07,https://www.itch.io/jam/sandwichs-spoopy-jam-week-3
Overall||Quality of the game||Story line and Action,2019-06-22 07:00:00,The Superhero Game Jam!,5,0.0,1,2019-06-15 07:00:00,https://www.itch.io/jam/the-superhero-game-jam
Theme||Quality||Gameplay||Originality,2019-06-30 22:00:00,MM552 Game Jam #1,5,3.0,2,2019-06-14 15:52:01,https://www.itch.io/jam/mm552-game-jam-1
Overall||marte (graficos)||defeitos sonoros (som em geral)||gemaplya (gameplay)||criar atividade (criatividade)||ZUERA (preciso explicar? XD),2019-09-02 19:00:00,Game Jam huehueBR #1,5,10.0,2,2019-08-30 19:00:00,https://www.itch.io/jam/gamejamhuehuebr1
Overall||Creativity||Visual||Entertaining||Eccentric||Audio,2019-03-11 03:59:59,Even Weekend Game Jam 7,5,2.0,2,2019-03-08 05:00:00,https://www.itch.io/jam/even-weekend-game-jam-7
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-07-01 10:00:00,Trijam #25 - Do you dare to try?,5,0.0,1,2019-06-28 09:00:00,https://www.itch.io/jam/trijam-25
Overall||Theme||Quality||Integration||Mood,2019-08-17 17:00:00,Asset Market Jam,5,0.0,3,2019-08-16 17:00:00,https://www.itch.io/jam/asset-market-jam
Overall||Quality of Gameplay||Graphics||Music/SFX,2018-05-28 12:00:00,NerdJam #1,5,0.0,1,2018-05-21 12:00:00,https://www.itch.io/jam/nerdjam
Overall,2019-08-08 22:00:00,Hidden Game GameDevMotivation jam #3,5,0.0,2,2019-08-02 09:00:00,https://www.itch.io/jam/hidden-game
Fun||Innovation||Theme||Graphics||Audio||Mood,2019-07-21 11:00:00,🦆 QuackJam,5,1.0,2,2019-07-20 11:00:00,https://www.itch.io/jam/quackjam
IgnoreRank||Gameplay||Graphics||Audio||Theme||Innovation,2019-05-31 11:00:00,NotMoeJam #4 - Tunnels,5,0.0,1,2019-05-17 11:00:00,https://www.itch.io/jam/notmoejam-4
Gameplay||Art/Animation||Music||Story||Fun,2019-06-30 18:00:00,Jam Spread,5,1.0,1,2019-05-30 00:05:00,https://www.itch.io/jam/jam-spread
Overall,2018-04-10 06:00:00,OC Tilted Game Jam March 2108,5,0.0,1,2018-04-08 18:00:00,https://www.itch.io/jam/oc-tilted-game-jam-march-2018
Overall,2019-04-28 23:00:00,49er Game Jam Spring 2019,5,0.0,4,2019-04-26 09:00:00,https://www.itch.io/jam/49ergamejamsp2019
Overall||الإبداع||الإتقان||المتعة,2015-07-05 21:00:00,الجزء الثاني,5,8.0,5,2015-07-02 21:00:00,https://www.itch.io/jam/sequel
Gameplay||Arte||Som||Apresentação||Documentação,2019-06-30 03:00:00,Frontin Ludens 2018,5,0.0,18,2018-03-05 03:00:00,https://www.itch.io/jam/frontinludens2018
Gameplay||Visuals||Quality,2019-04-01 07:00:00,Endless Jam 2,5,5.0,3,2019-03-26 07:00:00,https://www.itch.io/jam/endless-jam-2
Overall||Соответствие стилю||Звук||Геймплей||Графика,2019-07-14 20:00:00,SITC Dungeons & Cities Game Jam,5,0.0,1,2019-06-09 20:00:00,https://www.itch.io/jam/sitc-dungeons-cities-game-jam
Overall||Is this game Fun?||Does this game look good?||Is this game creative?||Is the gameplay good?,2014-08-10 22:00:00,Little People Game Jam #2,5,8.0,5,2014-08-08 21:00:00,https://www.itch.io/jam/little-people-game-jam-2
Overall,2015-02-23 03:00:00,4 Hour Jam #1,5,0.0,6,2015-02-19 18:00:00,https://www.itch.io/jam/4hourjam
"Must be Pixel.||Must be a platformer(like) game.||Must have worlds and levels, or maybe even a world map.||The new uploads should be bug fixes and patches, or maybe more credit.||Should have a main menu.||Must be either a fun game or a rage game.||Must have nessecary controlls.||Must have a good story.||Must have awesome pixel graphics.",2019-01-31 05:00:00,Classic Game Jam,5,0.0,3,2018-12-23 02:03:33,https://www.itch.io/jam/classicjam
Overall||Does the game follow the theme?||Is the game playable?||Was it submitted on time?||Is there an achievable goal?||Most unique idea?||Most fun to play?||Best art appeal?||Does music match gameplay?||Most unique mechanic?,2019-08-11 05:58:56,OC Tilted Game Jam 15,5,0.0,4,2019-08-10 18:00:00,https://www.itch.io/jam/oc-tilted-game-jam-15
Overall||Eccentric||Entertaining||Creativity||Visual||Audio,2019-02-25 04:59:59,Even Weekend Game Jam 6,5,1.0,1,2019-02-22 05:00:00,https://www.itch.io/jam/even-weekend-game-jam-6
Overall||Jam level||Art||Sounds||Flavor||yummy?,2019-03-01 01:00:00,Jam Jam!,5,0.0,1,2019-02-16 01:00:00,https://www.itch.io/jam/jam-gamejam
General||Gameplay||Design||Theme,2017-12-30 11:00:00,"Italian Game Jam ""Christmas Special""",5,12.0,3,2017-12-26 11:00:00,https://www.itch.io/jam/italian-game-jam-christmas-special
Overall||VISUAL-ART||PLAYABILITY||SOUND-ART,2019-07-15 03:59:59,Weekend infinite runner jam #2,5,2.0,3,2019-07-12 00:00:00,https://www.itch.io/jam/weekend-infinite-runner-jam
Overall,2018-06-17 14:40:00,I Game Jam - Módulo,5,0.0,2,2018-06-17 12:50:00,https://www.itch.io/jam/i-game-jam-modulo
Overall||Gameplay||Sound||Art||Controls||Fits Criteria,2017-04-10 07:00:00,Controller Jam - Retrocade Media,5,1.0,1,2017-03-13 07:00:00,https://www.itch.io/jam/controller-jam
Overall||Gameplay||Game Design||Graphic Style||Sound Design||KC Memes,2017-04-19 22:00:00,KC Mini Game Jam #01,5,1.0,2,2017-04-15 17:30:25,https://www.itch.io/jam/kc-game-jam-01
Overall||Before Playing||After Playing,2019-01-25 06:00:00,FPS Mini Jam Before And After,5,4.0,1,2019-01-18 06:00:00,https://www.itch.io/jam/fps-before-and-after
Overall||Audio||Graphisme||Respect du thème||GamePlay||Ressenti Global,2018-12-30 22:59:59,Game Jam Francophone Episode 3,5,0.0,1,2018-12-21 23:00:01,https://www.itch.io/jam/gamejam-francophone-episode-3
Lobster Usage||Innovation||Fun||Humor,2018-12-01 04:59:59,Royalty Free Lobster Jam,5,1.0,3,2018-10-23 04:00:00,https://www.itch.io/jam/royalty-free-lobster-jam
Overall||Story||Gameplay||Creativity||Graphics||Sound||Relation to Theme,2019-03-27 20:00:00,Jammy Jam | Weekly #2,5,1.0,1,2019-03-20 20:00:00,https://www.itch.io/jam/jammy-jam-weekly-2
Overall||Creativity||Graphics||Replayability,2018-12-19 05:00:00,Flappy Bird Clones,5,4.0,2,2018-12-12 05:00:00,https://www.itch.io/jam/flappy-bird-clones
​Realization of restrictions (more are better)||Gameplay||Appearance (graphics and sound),2018-08-12 21:59:59,ZFX-Action XVI,5,0.0,1,2018-08-10 17:00:00,https://www.itch.io/jam/zfx-action-xvi
Overall||Character Development||Origin Story||Rival/Nemesis||Super Power||World Around The Main Character,2016-12-18 17:00:00,Super Villain Jam,5,0.0,0,2016-12-14 05:00:00,https://www.itch.io/jam/super-jam
Overall,2015-06-26 21:00:00,GLASS2015 3rd week jam,5,0.0,4,2015-06-21 22:00:00,https://www.itch.io/jam/glassweekjam2015
Fun||Gameplay||Looks,2019-07-11 04:00:00,8x8  Jam,5,0.0,1,2019-07-10 18:00:00,https://www.itch.io/jam/8-x-8-jam
Overall,2015-09-02 20:12:16,Burgers 'N' Fries Jam I,5,0.0,4,2015-08-29 20:08:16,https://www.itch.io/jam/burgers-n-fries-jam-1
Overall||Creativity||Art Style,2015-10-11 14:00:00,Help Hope Hear Jam,5,0.0,1,2015-09-11 14:00:00,https://www.itch.io/jam/help-hope-hear-jam
"Overall||Innovacion - ¿Es un juego innovador?||Diversion - ¿Es divertido? ¿Las horas pasan sin darme cuenta?||Tema - ¿Se relaciona con conservación del agua?||Gráficas - ¿Son bonitas, interesantes, relacionadas al tema?||Audio - ¿Tiene efectos por cada acción? ¿La música ayuda a la immersión?||Humor - ¿Es gracioso?||Mood - Narrativa, emoción y ambiente que experimenta mientras juega..||Overall - Opinión general del juego, en cada aspecto importante para ti.",2015-11-06 17:00:00,Hackathon Hub GameJam,5,0.0,3,2015-10-15 13:00:00,https://www.itch.io/jam/hackathon-hub-gamejam
Overall||Weird as hell||Must be horror themed||Made with Unity,2015-10-30 05:00:00,Weird Horror Jam,5,0.0,5,2015-08-01 05:00:00,https://www.itch.io/jam/weird-horror-jam
Overall||Includes unique confrontations||Created in the span of the gamejam||Fun to play||Creativity,2018-01-03 04:59:59,Unique Confrontations Gamejam,5,0.0,3,2017-11-27 05:00:00,https://www.itch.io/jam/unique-confrontations
Should follow the theme||Should be creative||should be fun to play,2017-12-19 00:00:00,Pure.JS,5,0.0,1,2017-12-05 00:00:00,https://www.itch.io/jam/purejs2
Gameplay||Controls||Programming||Graphics||Theme,2019-01-12 15:00:00,PNGE jam - Processing No Game Engine jam #03,5,0.0,1,2019-01-06 15:00:00,https://www.itch.io/jam/pnge03
Overall||Overall||Gameplay||Fun||Story||Mood||Audio,2016-03-29 01:00:00,Drug Jam,5,4.0,4,2016-03-26 01:00:00,https://www.itch.io/jam/dj72
Overall,2018-11-01 00:00:00,DT508 Review Week gamejam 2018,5,0.0,5,2018-10-21 23:00:00,https://www.itch.io/jam/dt508-review-week-gamejam
Overall||Overall Content||Graphics||Sound||Original||Theme,2017-07-09 03:59:59,Marvelous Monthly Jam #2,5,1.0,2,2017-07-01 04:00:00,https://www.itch.io/jam/marvelous-monthly-jam-2
Overall,2018-09-29 21:30:00,babycastles flickgame jam,5,0.0,5,2018-09-29 19:00:00,https://www.itch.io/jam/babycastles-flickgame-jam
Overall,2018-10-03 12:00:00,Themed Nonsense,5,0.0,1,2018-09-29 12:00:00,https://www.itch.io/jam/themed-nonsense
Overall||Game Design||Art||Theme,2018-10-07 20:00:00,Default Choice Monthly Jam #2,5,3.0,1,2018-10-05 18:00:00,https://www.itch.io/jam/default-choice-monthly-jam-2
Overall||Music||Graphics||Gameplay,2018-10-08 22:59:59,GameMaker: Studio 2 - Game Jam,5,2.0,1,2018-10-01 05:35:00,https://www.itch.io/jam/gm2jam
Overall||Creative use of theme||Game Design||Gameplay||Art||Story||Overall Funness,2017-08-14 21:00:00,Beast Jam,5,12.0,3,2017-08-10 21:00:00,https://www.itch.io/jam/beast-jam
Overall,2018-09-22 04:00:00,Games & Devs Game Jam!,5,0.0,1,2018-09-08 04:00:00,https://www.itch.io/jam/games-devs-game-jam
Clear Instructions||Graphics||Engaging||Humor,2018-11-14 05:00:00,Playing God,5,1.0,1,2018-10-14 04:00:00,https://www.itch.io/jam/playing-god
Overall||Performance||Survival Aspect||Playability||Random other thing,2017-08-28 06:59:59,JustPlayGames' Survival Challenge,5,1.0,1,2017-08-13 20:00:00,https://www.itch.io/jam/survival-challenge
MUST be made made with an eclipse engine||MUST be hosted||Must be a one person project,2017-09-03 20:16:51,Eclipse ORPG Contest,5,1.0,2,2017-08-27 23:00:00,https://www.itch.io/jam/eclipse-orpg-contest
Spookiness||Graphics||Gameplay||Sound||Game juice,2017-10-14 03:59:59,IGDA Becker Chapter Halloween Jam 2017,5,4.0,5,2017-10-13 21:59:59,https://www.itch.io/jam/becker-igda-spoopy-jam
Overall||Gameplay||Graphics||Sound Effects and Music||Use of Theme,2018-10-28 05:59:59,G33X-Jam 2018,5,0.0,0,2018-09-09 06:00:00,https://www.itch.io/jam/g33xjam-2018
Overall,2018-02-07 07:00:00,Steam Jam,6,0.0,1,2018-01-24 06:00:00,https://www.itch.io/jam/steam-jam
Creativity||Art||Unique features||Compleatness,2018-06-12 05:00:00,Puzzle Game Jam,6,2.0,2,2018-06-01 05:00:00,https://www.itch.io/jam/corwyns-puzzles
Overall||Story||Gameplay||Graphic||Music,2017-08-07 06:00:00,Summer Rain - Browser Game,6,6.0,2,2017-07-30 06:00:00,https://www.itch.io/jam/summer-rain
Overall,2019-09-18 23:00:00,Cyclops Jam,6,0.0,3,2019-09-05 23:00:01,https://www.itch.io/jam/cyclops-jam
Overall,2018-02-27 07:00:00,Winters End Jam,6,0.0,1,2017-12-22 07:00:00,https://www.itch.io/jam/the-spring-
Fidelidade||Jogabilidade||Arte||Musica,2017-10-10 17:00:00,UFT Game Jam #1,6,0.0,2,2017-10-05 15:00:00,https://www.itch.io/jam/uft-game-jam-1
Overall||Is this game Fun?||Does this game look good?||Is this game creative?||Is the gameplay good?||How is the audio?,2014-12-14 23:00:00,Little People Game Jam #3,6,15.0,6,2014-12-12 22:00:00,https://www.itch.io/jam/little-people-game-jam-3
Gameplay||Visuals||Story,2018-12-14 00:00:00,Gdevelop Jam,6,2.0,1,2018-11-15 00:00:00,https://www.itch.io/jam/gdevelop-jam
Overall,2019-08-12 04:59:59,Couch Games in Stop Motion,6,0.0,4,2019-08-05 05:00:00,https://www.itch.io/jam/coach-games-stop-motion-2019
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-07-22 09:00:00,Trijam #28 Do you dare to try?,6,0.0,1,2019-07-19 09:00:00,https://www.itch.io/jam/trijam-28
FINAL RATING||THEME!||C O L O R F U L N E S S,2019-09-12 13:00:00,Weekly Rainbow Jam - Week 3,6,1.0,1,2019-09-06 13:00:00,https://www.itch.io/jam/weekly-rainbow-jam-week-3
"Overall||Originalidad: Entre más épico sea la propuesta califiquen más alto.||Hollywood: ¿Es un momento de cine o de rol? Rol califiquen más alto.||Trilogía: ¿Es tan épico que da para varias historias? Entre más, más alto.||Videogame: ¿Realmente se presta para interactuar, o solo es apariencia?||AltaLeticia: ¿Es rol o va más allá? Si, califiquen 5. Podría ser, 4. No, 1.",2018-01-22 08:00:00,Praxis 1: El Reto (Quinta parte),6,15.0,6,2018-01-13 06:00:00,https://www.itch.io/jam/praxis-1-el-reto-quinta-parte
Overall,2015-11-02 05:59:59,GDGT's All Hallows Challenge 2: The Revenge,6,0.0,3,2015-10-30 22:00:00,https://www.itch.io/jam/gdgtahc2
Overall||Gameplay||Fun||Visuals (Graphics)||User Interface||Audio,2019-05-28 04:00:00,Improvement Movement Game Jam 3,6,2.0,2,2019-05-24 04:00:00,https://www.itch.io/jam/imgamejam3
Should follow theme||Should be creative||Should be fun to play,2018-02-18 00:00:00,Pure.js,6,0.0,1,2018-02-11 00:00:00,https://www.itch.io/jam/purejs3
The most voted game is the winner||The other most voted games will be at second and third,2019-06-30 15:30:00,A.I. Game Jam,6,0.0,1,2019-06-25 15:30:00,https://www.itch.io/jam/ai-cool-game-jam
Overall,2017-04-10 04:59:59,Un Juego al mes - Sombras Y juegos basados en Películas,6,0.0,1,2017-03-09 05:00:00,https://www.itch.io/jam/reto-indie-marzo
Overall||Game design||Art||Theme,2018-08-26 20:00:00,Default choice Monthly Jam #1,6,2.0,2,2018-08-24 18:00:00,https://www.itch.io/jam/default-choice-monthly-jam
Overall||Gameplay||Graphics||Sound||Meets requirements,2017-03-06 20:00:00,192 Jam,6,1.0,1,2017-02-06 20:00:00,https://www.itch.io/jam/192-jam
Overall,2018-12-24 04:59:59,Odd Weekend Xmas,6,0.0,1,2018-12-21 05:00:00,https://www.itch.io/jam/odd-weekend-xmas
Global appreciation||Respect of the theme||Respect of the constraints||Beauty||Quality,2018-10-21 18:00:00,Art Design Kompet (for graphic designers) #2,6,6.0,1,2018-10-13 06:00:00,https://www.itch.io/jam/art-design-kompet
Overall||Fun||Quality||Theme,2018-09-30 10:00:00,Okey Jam,6,1.0,1,2018-09-16 10:00:00,https://www.itch.io/jam/okey-jam
Overall||Is it playable?||Is it fun?||Would you recommend this game to your friends?,2019-02-23 21:30:00,Trijam #8 Do you dare to try?,6,1.0,1,2019-02-23 18:00:00,https://www.itch.io/jam/trijam-8
Overall||Theme||Gameplay||Style,2016-04-28 01:00:00,Classic Doom - Map Jam,6,1.0,2,2016-04-23 01:00:00,https://www.itch.io/jam/classic-doom-map-jam
Overall||Fun Value||RPG-ishness||Functionality||Creativity||Quality of writing,2016-01-27 05:00:00,Twine RPG Jam,6,0.0,1,2016-01-20 05:00:00,https://www.itch.io/jam/twine-rpg-jam
Overall,2018-05-27 03:00:00,1º Concurso Desarrollo de Videojuegos ADEVI,6,0.0,6,2018-04-12 04:00:00,https://www.itch.io/jam/concurso-desarrollo-videojuegos
